	Cluster_0	Cluster_1	Cluster_2
ABCG4	0.453571	0	1
ABCG5	0.95	1	1
ABCG8	0.173214	0	0
ABHD1	0.782143	1	1
ABHD11	1	1	1
ABHD12	1	1	1
ABHD12B	0.469643	1	1
ABHD13	0.2125	0	0
ABHD14A	1	1	1
ABHD14B	1	1	1
ABHD15	0.994643	1	1
ABHD16A	1	1	1
ABHD16B	0.0892857	0	0
ABHD17A	0.983929	1	1
ABHD17B	0.991071	1	1
ABHD17C	1	1	1
ABHD2	0.575	1	1
ABHD3	1	1	1
ABHD4	0.998214	1	1
ABHD5	0.998214	1	1
ABHD6	1	1	1
ABHD8	1	1	1
ABI1	1	1	1
ABI2	1	1	1
ABI3	1	1	1
ABI3BP	0.982143	1	1
ABL1	0.855357	1	1
ABL2	0.880357	1	1
ABLIM1	1	1	1
ABLIM2	0.964286	1	1
ABLIM3	0.930357	1	1
ABO	0.1125	0	0
ABR	0.864286	1	1
ABRA	0.201786	1	0
ABRACL	1	1	1
ABT1	0.907143	1	1
ABTB1	1	1	1
ABTB2	0.6375	1	1
ACAA1	1	1	1
ACACA	1	1	1
ACACB	1	1	1
ACAD10	0.998214	1	1
ACAD11	1	1	1
ACAD8	1	1	1
ACAD9	1	1	1
ACADL	0.226786	1	0
ACADM	0.998214	1	1
ACADSB	0.951786	1	1
ACADVL	1	1	1
ACAN	0.255357	0	0
ACAP1	0.982143	1	1
ACAP2	1	1	1
ACAP3	0.857143	1	1
ACAT1	1	1	1
ACAT2	1	1	1
ACBD3	1	1	1
ACBD4	0.903571	1	1
ACBD5	0.701786	0	1
ACBD6	1	1	1
ACCS	1	1	1
ACCSL	0.346429	0	1
ACD	1	1	1
ACE	0.125	0	0
ACE2	0.385714	0	1
ACER1	0.1125	0	0
ACER2	0.6	1	0
ACER3	1	1	1
ACHE	0.444643	0	0
ACIN1	1	1	1
ACKR1	0.9625	1	1
ACKR2	0.392857	1	0
ACKR3	1	1	1
ACKR4	0.175	0	0
ACLY	1	1	1
ACMSD	1	1	1
ACN9	1	1	1
ACO1	1	1	1
ACO2	1	1	1
ACOT1	0.994643	1	1
ACOT11	0.932143	1	1
ACOT12	0.296429	0	0
ACOT13	1	1	1
ACOT2	0.991071	1	1
ACOT4	1	1	1
ACOT6	0.075	0	0
ACOT7	0.355357	0	1
ACOT8	0.998214	1	1
ACOT9	1	1	1
ACOX1	0.394643	0	0
ACOX2	0.998214	1	1
ACOX3	1	1	1
ACOXL	0.0607143	0	0
ACP1	1	1	1
ACP2	1	1	1
ACP5	0.998214	1	1
ACP6	1	1	1
ACPP	0.521429	0	1
ACPT	0.998214	1	1
ACR	0.5125	1	1
ACRBP	0.682143	1	1
ACRC	0.982143	1	1
ACRV1	0.4625	0	1
ACSBG1	0.360714	1	0
ACSBG2	0.180357	0	1
ACSF2	0.994643	1	1
ACSF3	0.583929	1	0
ACSL1	0.996429	1	1
ACSL3	1	1	1
ACSL4	0.994643	1	1
ACSL5	0.376786	1	1
ACSL6	0.108929	0	0
ACSM1	0.182143	1	0
ACSM2B	0.0142857	0	0
ACSM3	0.675	0	0
ACSM4	0.139286	0	0
ACSM5	0.916071	1	1
ACSS1	0.996429	1	1
ACSS2	0.842857	0	1
ACSS3	0.192857	0	0
ACTA1	0.908929	1	1
ACTA2	1	1	1
ACTB	1	1	1
ACTBL2	0.00892857	0	0
ACTC1	0.198214	0	1
ACTG1	1	1	1
ACTG2	1	1	1
ACTL10	0.880357	1	1
ACTL6A	1	1	1
ACTL6B	0.332143	0	0
ACTL7A	0.139286	0	1
ACTL7B	0.814286	1	1
ACTL8	0.539286	0	1
ACTL9	0.0857143	0	0
ACTN1	1	1	1
ACTN2	0.985714	1	1
ACTN3	0.101786	0	0
ACTN4	1	1	1
ACTR10	1	1	1
ACTR1A	1	1	1
ACTR1B	1	1	1
ACTR2	1	1	1
ACTR3	0.998214	1	1
ACTR3B	0.108929	0	0
ACTR3BP2	0.242857	0	1
ACTR3BP5	0.221429	0	0
ACTR5	1	1	1
ACTR6	1	1	1
ACTR8	0.996429	1	1
ACTRT1	0.992857	1	1
ACTRT2	0.0446429	0	0
ACTRT3	0.851786	1	1
ACVR1	1	1	1
ACVR1B	0.7875	0	1
ACVR1C	0.0392857	0	0
ACVR2A	1	1	1
ACVR2B	0.314286	1	0
ACVRL1	0.991071	1	1
ACY1	1	1	1
ACY3	0.307143	0	0
ACYP1	0.992857	1	1
ACYP2	1	1	1
ADA	1	1	1
ADAD1	0.0339286	0	0
ADAD2	0.198214	0	0
ADAL	0.985714	1	1
ADAM10	0.989286	1	1
ADAM11	0.208929	1	0
ADAM12	0.535714	0	1
ADAM15	1	1	1
ADAM17	1	1	1
ADAM18	0.239286	0	0
ADAM19	0.526786	1	1
ADAM2	0.376786	0	1
ADAM20	0.0535714	0	0
ADAM21	0.585714	1	0
ADAM22	0.144643	1	0
ADAM23	0.348214	1	0
ADAM28	0.716071	1	1
ADAM29	0.355357	0	0
ADAM30	0.108929	0	0
ADAM32	0.485714	1	0
ADAM33	0.808929	1	1
ADAM5	0.0214286	0	0
ADAM6	0.296429	0	0
ADAM7	0.8375	0	1
ADAM8	0.998214	1	1
ADAM9	1	1	1
ADAMDEC1	0.882143	1	1
ADAMTS1	0.969643	1	1
ADAMTS10	0.255357	0	0
ADAMTS12	0.0821429	1	0
ADAMTS13	0.371429	0	1
ADAMTS14	0.180357	0	1
ADAMTS15	0.283929	0	1
ADAMTS16	0.223214	0	0
ADAMTS17	0.582143	0	0
ADAMTS18	0.267857	0	1
ADAMTS2	0.785714	1	1
ADAMTS20	0.0410714	0	0
ADAMTS3	0.103571	1	1
ADAMTS5	0.658929	1	1
ADAMTS6	0.869643	1	1
ADAMTS7	0.541071	1	1
ADAMTS8	0.389286	0	0
ADAMTS9	1	1	1
ADAMTSL1	0.180357	0	0
ADAMTSL2	1	1	1
ADAMTSL3	0.776786	1	1
ADAMTSL4	0.764286	0	1
ADAMTSL4-AS1	0.2	0	1
ADAP1	1	1	1
ADAP2	1	1	1
ADAR	1	1	1
ADARB1	1	1	1
ADARB2	0.475	1	1
ADARB2-AS1	0.358929	1	1
ADAT2	0.653571	1	0
ADCK1	1	1	1
ADCK2	1	1	1
ADCK3	1	1	1
ADCK4	0.998214	1	1
ADCK5	1	1	1
ADCY1	0.955357	1	1
ADCY10	0.319643	0	0
ADCY2	0.991071	1	1
ADCY3	1	1	1
ADCY4	0.996429	1	1
ADCY5	0.198214	0	1
ADCY6	1	1	1
ADCY7	1	1	1
ADCY8	0.1	0	1
ADCY9	0.996429	1	1
ADCYAP1	0.917857	1	1
ADCYAP1R1	0.105357	0	0
ADD1	1	1	1
ADD2	0.0714286	0	0
ADD3	0.998214	1	1
ADGB	0.521429	0	1
ADH1A	0.860714	0	1
ADH1C	0.475	1	0
ADH4	0.175	0	0
ADH5	0.816071	1	1
ADH6	0.419643	0	0
ADH7	0.075	0	0
ADHFE1	0.996429	1	1
ADI1	0.446429	1	1
ADIG	0.301786	0	0
ADIPOR1	1	1	1
ADIPOR2	1	1	1
ADIRF	1	1	1
ADK	0.978571	1	1
ADM	0.998214	1	1
ADNP	1	1	1
ADNP2	1	1	1
ADO	1	1	1
ADORA1	0.425	0	0
ADORA2A	0.998214	1	1
ADORA2B	0.871429	1	0
ADORA3	1	1	1
ADPGK	1	1	1
ADPRH	0.941071	1	1
ADPRHL1	0.817857	0	1
ADPRHL2	1	1	1
ADPRM	1	1	1
ADRA1A	0.0571429	0	0
ADRA1B	0.821429	1	1
ADRA1D	0.925	0	1
ADRA2A	0.980357	1	1
ADRA2B	0.976786	1	1
ADRA2C	0.794643	1	1
ADRB1	0.1375	0	0
ADRB2	0.996429	1	1
ADRB3	0.180357	0	0
ADRBK2	0.233929	0	0
ADRM1	1	1	1
ADSL	1	1	1
ADSS	1	1	1
ADSSL1	0.817857	1	0
ADTRP	0.658929	1	0
AEBP1	1	1	1
AEBP2	1	1	1
AEN	1	1	1
AES	1	1	1
AFAP1	1	1	1
AFAP1L2	1	1	1
AFF1	0.996429	1	1
AFF2	0.448214	1	0
AFF3	0.808929	0	0
AFF4	0.994643	1	1
AFG3L1P	0.476786	0	0
AFG3L2	1	1	1
AFM	0.0178571	0	0
AFMID	1	1	1
AFP	0.6	1	0
AFTPH	1	1	1
AGA	1	1	1
AGAP1	0.303571	1	1
AGAP11	0.225	0	1
AGAP2	0.173214	0	0
AGAP3	1	1	1
AGAP4	0.907143	1	1
AGAP7P	0.830357	1	1
AGAP8	0.985714	1	1
AGAP9	1	1	1
AGBL1	0.116071	1	0
AGBL2	0.273214	0	0
AGBL3	0.128571	0	0
AGBL4	0.216071	0	0
AGBL5	1	1	1
AGER	0.489286	1	1
AGFG1	1	1	1
AGFG2	0.780357	0	1
AGGF1	1	1	1
AGL	0.482143	1	1
AGMAT	0.583929	1	1
AGMO	0.182143	1	0
AGO1	1	1	1
AGO2	1	1	1
AGO3	0.998214	1	1
AGO4	0.946429	1	1
AGPAT1	0.121429	0	0
AGPAT2	1	1	1
AGPAT3	0.903571	1	1
AGPAT4	0.5375	0	1
AGPAT5	0.985714	1	1
AGPAT6	0.951786	1	1
AGPAT9	0.991071	1	1
AGPS	1	1	1
AGR2	0.921429	1	1
AGR3	0.878571	0	1
AGRN	1	1	1
AGRP	0.292857	1	1
AGT	0.673214	0	1
AGTPBP1	1	1	1
AGTR1	0.851786	0	1
AGTR2	0.658929	0	1
AGTRAP	1	1	1
AGXT	0.405357	1	0
AHCTF1	1	1	1
AHCY	1	1	1
AHCYL1	1	1	1
AHCYL2	1	1	1
AHDC1	1	1	1
AHI1	1	1	1
AHNAK	1	1	1
AHNAK2	0.639286	0	1
AHR	0.989286	1	1
AHSA1	1	1	1
AHSA2	1	1	1
AHSG	0.407143	1	0
AHSP	0.453571	0	0
AICDA	0.0803571	0	0
AIDA	0.975	1	1
AIF1	1	1	1
AIF1L	0.9875	1	1
AIFM1	1	1	1
AIFM2	0.989286	1	1
AIFM3	0.694643	1	1
AIG1	1	1	1
AIM1	1	1	1
AIM1L	0.167857	0	0
AIM2	0.889286	1	1
AIMP1	0.0821429	1	1
AIMP2	1	1	1
AIP	1	1	1
AIPL1	0.232143	0	0
AIRE	0.142857	0	0
AJAP1	0.339286	1	1
AJUBA	0.164286	0	1
AK2	1	1	1
AK3	1	1	1
AK5	0.428571	0	0
AK7	0.0732143	0	0
AK8	0.707143	0	1
AK9	0.608929	0	0
AKAP1	0.989286	1	1
AKAP10	1	1	1
AKAP11	1	1	1
AKAP12	0.928571	1	1
AKAP13	1	1	1
AKAP14	0.103571	0	0
AKAP17A	1	1	1
AKAP2	0.132143	1	0
AKAP3	0.921429	1	1
AKAP4	0.219643	0	0
AKAP5	0.0642857	1	0
AKAP7	0.417857	1	0
AKAP8	1	1	1
AKAP8L	1	1	1
AKAP9	0.128571	0	0
AKIP1	1	1	1
AKIRIN1	1	1	1
AKIRIN2	1	1	1
AKNA	1	1	1
AKNAD1	0.232143	0	0
AKR1A1	1	1	1
AKR1B1	1	1	1
AKR1B10	0.335714	0	0
AKR1C1	0.933929	1	1
AKR1C2	0.458929	1	0
AKR1C3	1	1	1
AKR1C4	0.380357	0	0
AKR1CL1	0.228571	1	0
AKR1D1	0.357143	0	0
AKR1E2	0.269643	1	0
AKR7A2	1	1	1
AKR7A2P1	0.142857	1	1
AKR7A3	1	1	1
AKT1	1	1	1
AKT1S1	0.757143	1	1
AKT2	0.8375	1	1
AKT3	0.432143	1	0
AKTIP	1	1	1
ALAD	0.0821429	0	0
ALAS1	0.928571	1	1
ALAS2	0.196429	0	1
ALB	0.746429	0	0
ALCAM	1	1	1
ALDH18A1	1	1	1
ALDH1A1	1	1	1
ALDH1A2	0.976786	0	1
ALDH1A3	0.991071	1	1
ALDH1L1	0.469643	1	1
ALDH1L2	0.916071	1	1
ALDH2	1	1	1
ALDH3A1	0.328571	0	0
ALDH3A2	1	1	1
ALDH3B1	0.998214	1	1
ALDH3B2	0.425	0	0
ALDH4A1	0.996429	1	1
ALDH5A1	0.989286	1	1
ALDH6A1	1	1	1
ALDH7A1	1	1	1
ALDH8A1	0.123214	1	0
ALDH9A1	1	1	1
ALDOA	1	1	1
ALDOB	0.991071	1	1
ALDOC	1	1	1
ALG1	0.998214	1	1
ALG10B	0.939286	1	1
ALG11	1	1	1
ALG12	0.989286	1	1
ALG13	0.998214	1	1
ALG14	1	1	1
ALG1L	0.757143	1	0
ALG2	0.991071	1	1
ALG3	1	1	1
ALG5	1	1	1
ALG6	1	1	1
ALG8	1	1	1
ALG9	1	1	1
ALK	0.6125	1	1
ALKBH1	1	1	1
ALKBH2	1	1	1
ALKBH3	1	1	1
ALKBH4	1	1	1
ALKBH5	1	1	1
ALKBH6	1	1	1
ALKBH7	1	1	1
ALLC	0.108929	0	0
ALMS1	1	1	1
ALOX12	0.110714	1	1
ALOX12B	0.2	1	0
ALOX15	0.223214	0	0
ALOX15B	0.633929	1	0
ALOX5	1	1	1
ALOX5AP	1	1	1
ALOXE3	0.4375	0	1
ALPI	0.671429	1	1
ALPK2	0.928571	1	1
ALPK3	0.158929	0	0
ALPL	1	1	1
ALS2	1	1	1
ALS2CL	0.278571	0	0
ALS2CR11	0.164286	0	0
ALS2CR12	0.216071	0	0
ALX1	0.0964286	0	0
ALX3	0.378571	1	1
ALX4	0.0660714	0	0
ALYREF	1	1	1
AMACR	1	1	1
AMBN	0.0410714	0	0
AMBP	0.296429	0	0
AMBRA1	0.828571	0	1
AMD1	1	1	1
AMDHD1	0.8625	0	1
AMDHD2	1	1	1
AMELX	0.126786	0	0
AMELY	0.425	0	1
AMER1	1	1	1
AMER2	0.2875	0	0
AMER3	0.110714	0	1
AMFR	1	1	1
AMH	0.625	1	1
AMHR2	0.371429	0	0
AMICA1	0.994643	1	1
AMIGO1	0.741071	1	1
AMIGO3	0.814286	1	1
AMMECR1	0.9875	1	1
AMMECR1L	1	1	1
AMN	0.2375	1	1
AMN1	0.846429	1	1
AMOT	1	1	1
AMOTL1	0.848214	1	1
AMOTL2	0.496429	1	1
AMPD1	0.525	0	0
AMPD2	0.1	0	0
AMPD3	0.2	1	0
AMPH	0.958929	1	1
AMT	1	1	1
AMTN	0.141071	1	0
AMY1A	1	1	1
AMY2A	0.369643	0	1
AMY2B	0.192857	0	1
AMZ2	1	1	1
AMZ2P1	0.351786	0	0
ANAPC1	1	1	1
ANAPC10	1	1	1
ANAPC11	0.721429	1	1
ANAPC13	1	1	1
ANAPC15	1	1	1
ANAPC16	1	1	1
ANAPC2	0.833929	0	1
ANAPC4	1	1	1
ANAPC5	1	1	1
ANAPC7	1	1	1
ANG	1	1	1
ANGEL1	1	1	1
ANGEL2	1	1	1
ANGPT1	0.983929	1	1
ANGPT2	1	1	1
ANGPT4	0.0607143	0	0
ANGPTL1	0.146429	0	0
ANGPTL2	1	1	1
ANGPTL3	0.0517857	0	0
ANGPTL4	0.826786	1	1
ANGPTL5	0.0910714	0	0
ANGPTL6	0.539286	1	1
ANGPTL7	0.491071	0	0
ANK1	0.358929	0	0
ANK2	0.4	1	0
ANK3	0.95	1	1
ANKAR	0.998214	1	1
ANKDD1B	0.276786	0	0
ANKFN1	0.157143	0	0
ANKFY1	1	1	1
ANKH	0.628571	1	1
ANKHD1	0.994643	1	1
ANKK1	0.353571	0	1
ANKLE2	0.253571	1	1
ANKMY1	0.201786	0	0
ANKMY2	1	1	1
ANKRA2	1	1	1
ANKRD1	0.2375	0	0
ANKRD10	1	1	1
ANKRD11	1	1	1
ANKRD12	1	1	1
ANKRD13A	1	1	1
ANKRD13B	0.823214	1	1
ANKRD13C	1	1	1
ANKRD13D	0.328571	0	0
ANKRD16	1	1	1
ANKRD17	1	1	1
ANKRD18A	0.530357	1	1
ANKRD19P	0.453571	0	0
ANKRD2	0.0964286	0	0
ANKRD20A1	0.707143	1	1
ANKRD20A2	0.117857	0	0
ANKRD20A4	0.169643	0	0
ANKRD22	0.969643	1	1
ANKRD23	0.776786	1	1
ANKRD24	0.869643	0	1
ANKRD26	0.998214	1	1
ANKRD27	0.933929	1	1
ANKRD28	1	1	1
ANKRD29	0.876786	1	1
ANKRD30A	0.871429	0	0
ANKRD30B	0.692857	1	0
ANKRD30BP1	0.117857	0	1
ANKRD31	0.075	1	0
ANKRD32	0.992857	1	1
ANKRD33	1	1	1
ANKRD33B	0.0571429	0	0
ANKRD34A	0.882143	1	1
ANKRD34B	0.133929	0	0
ANKRD34C	0.605357	1	0
ANKRD35	0.994643	1	1
ANKRD36	0.151786	1	0
ANKRD36B	1	1	1
ANKRD37	1	1	1
ANKRD39	1	1	1
ANKRD40	0.919643	1	1
ANKRD42	0.148214	0	0
ANKRD44	0.144643	1	0
ANKRD46	1	1	1
ANKRD49	1	1	1
ANKRD50	1	1	1
ANKRD53	0.308929	0	1
ANKRD55	0.342857	0	0
ANKRD6	1	1	1
ANKRD60	0.469643	1	1
ANKRD62	0.114286	1	0
ANKRD7	0.530357	0	0
ANKRD9	1	1	1
ANKS1A	1	1	1
ANKS1B	0.823214	0	1
ANKS3	0.996429	1	1
ANKS6	0.0571429	0	0
ANKZF1	0.858929	1	1
ANLN	0.944643	1	1
ANO1	1	1	1
ANO1-AS2	0.132143	0	0
ANO10	1	1	1
ANO2	0.896429	1	1
ANO3	0.244643	0	0
ANO4	0.166071	0	0
ANO5	0.160714	0	0
ANO6	1	1	1
ANO7	0.107143	0	0
ANO8	1	1	1
ANO9	0.971429	1	1
ANP32A	0.605357	1	1
ANP32B	1	1	1
ANP32C	0.533929	1	1
ANP32D	0.0178571	0	0
ANP32E	0.285714	0	0
ANPEP	0.994643	1	1
ANTXR1	1	1	1
ANTXRL	0.0642857	1	0
ANXA1	1	1	1
ANXA10	0.1125	0	1
ANXA11	1	1	1
ANXA13	0.216071	0	0
ANXA2	1	1	1
ANXA2P1	1	1	1
ANXA2P3	0.9875	1	1
ANXA2R	1	1	1
ANXA3	0.8125	1	1
ANXA4	0.835714	1	1
ANXA5	1	1	1
ANXA7	1	1	1
ANXA8	0.357143	0	0
ANXA8L2	0.644643	1	0
ANXA9	0.923214	0	1
AOC1	0.594643	1	0
AOC2	0.308929	0	0
AOC3	0.291071	0	0
AOX1	0.894643	0	1
AOX2P	0.285714	1	0
AP1AR	0.764286	1	1
AP1B1	1	1	1
AP1G1	1	1	1
AP1G2	1	1	1
AP1M1	1	1	1
AP1M2	0.992857	1	1
AP1S1	1	1	1
AP1S2	1	1	1
AP1S3	0.0482143	0	0
AP2A1	0.983929	1	1
AP2A2	1	1	1
AP2B1	1	1	1
AP2M1	1	1	1
AP2S1	1	1	1
AP3B1	1	1	1
AP3B2	0.539286	0	0
AP3D1	1	1	1
AP3M1	1	1	1
AP3M2	1	1	1
AP3S1	0.421429	0	0
AP3S2	1	1	1
AP4B1	1	1	1
AP4E1	1	1	1
AP4M1	0.996429	1	1
AP4S1	0.998214	1	1
AP5M1	1	1	1
AP5S1	1	1	1
AP5Z1	0.994643	1	1
APAF1	1	1	1
APBA1	0.0428571	0	0
APBA2	0.192857	1	1
APBA3	1	1	1
APBB1	0.126786	0	0
APBB1IP	1	1	1
APBB3	1	1	1
APC	0.241071	0	1
APC2	0.25	0	0
APCDD1	0.996429	1	1
APCDD1L	0.9625	1	1
APCS	0.983929	1	1
APEH	1	1	1
APEX1	1	1	1
APEX2	1	1	1
APH1A	1	1	1
APH1B	1	1	1
API5	1	1	1
APIP	1	1	1
APLN	0.905357	1	1
APLNR	1	1	1
APLP1	0.655357	1	1
APLP2	1	1	1
APMAP	1	1	1
APOA1	0.267857	0	1
APOA1BP	1	1	1
APOA2	0.380357	1	1
APOA4	0.025	0	0
APOA5	0.0839286	0	0
APOB	0.180357	0	0
APOBEC1	0.123214	0	0
APOBEC2	0.130357	1	1
APOBEC3A	0.105357	0	0
APOBEC3B	0.807143	1	1
APOBEC3C	0.976786	1	1
APOBEC3D	0.132143	0	0
APOBEC3F	0.989286	1	1
APOBEC3G	0.996429	1	1
APOBEC3H	0.839286	1	1
APOBEC4	0.0660714	0	0
APOC1	1	1	1
APOC2	0.941071	1	1
APOC3	0.196429	0	0
APOC4	0.283929	0	1
APOD	1	1	1
APOE	1	1	1
APOH	0.0214286	0	0
APOL1	0.717857	1	1
APOL2	0.253571	0	0
APOL3	0.0589286	0	0
APOL4	0.571429	1	1
APOL5	0.221429	0	0
APOM	0.998214	1	1
APOOL	0.996429	1	1
APP	1	1	1
APPBP2	1	1	1
APPL1	1	1	1
APPL2	1	1	1
APRT	1	1	1
APTX	1	1	1
AQP1	0.967857	1	1
AQP10	0.1	1	0
AQP11	0.978571	1	1
AQP12B	0.185714	0	0
AQP3	0.676786	1	1
AQP4	0.0517857	0	0
AQP4-AS1	0.496429	0	0
AQP5	0.292857	1	0
AQP6	0.928571	1	1
AQP7	0.571429	1	1
AQP7P1	0.485714	1	0
AQP8	0.228571	0	0
AQP9	0.914286	1	1
AQR	1	1	1
AR	0.8375	0	1
ARAF	1	1	1
ARAP1	0.994643	1	1
ARAP2	0.732143	1	1
ARAP3	1	1	1
ARC	0.426786	1	0
AREL1	0.108929	0	0
ARF1	1	1	1
ARF3	1	1	1
ARF4	1	1	1
ARF5	1	1	1
ARF6	0.576786	0	1
ARFGAP1	1	1	1
ARFGAP2	1	1	1
ARFGAP3	1	1	1
ARFGEF1	1	1	1
ARFGEF2	1	1	1
ARFIP1	0.991071	1	1
ARFRP1	0.998214	1	1
ARG1	0.0875	0	0
ARG2	0.780357	1	1
ARGLU1	1	1	1
ARHGAP1	1	1	1
ARHGAP10	1	1	1
ARHGAP11A	0.628571	1	0
ARHGAP11B	0.7375	1	1
ARHGAP12	0.996429	1	1
ARHGAP15	1	1	1
ARHGAP17	1	1	1
ARHGAP18	0.508929	1	1
ARHGAP19	1	1	1
ARHGAP20	0.719643	0	0
ARHGAP21	1	1	1
ARHGAP22	0.994643	1	1
ARHGAP23	0.05	0	0
ARHGAP24	0.964286	1	1
ARHGAP25	0.339286	0	0
ARHGAP26	0.628571	1	1
ARHGAP27	0.7	1	1
ARHGAP28	0.732143	1	1
ARHGAP29	0.373214	1	1
ARHGAP30	0.994643	1	1
ARHGAP31	0.917857	1	1
ARHGAP32	1	1	1
ARHGAP33	1	1	1
ARHGAP35	0.676786	1	1
ARHGAP36	0.939286	1	1
ARHGAP39	1	1	1
ARHGAP4	1	1	1
ARHGAP42	0.178571	1	0
ARHGAP44	1	1	1
ARHGAP5	0.603571	1	1
ARHGAP6	0.0214286	0	0
ARHGAP9	1	1	1
ARHGDIA	1	1	1
ARHGDIB	1	1	1
ARHGEF1	0.980357	1	1
ARHGEF10	1	1	1
ARHGEF10L	0.948214	1	1
ARHGEF11	1	1	1
ARHGEF12	1	1	1
ARHGEF15	0.757143	1	1
ARHGEF16	0.982143	1	1
ARHGEF17	1	1	1
ARHGEF18	1	1	1
ARHGEF19	1	1	1
ARHGEF2	1	1	1
ARHGEF25	0.266071	1	0
ARHGEF28	0.621429	1	1
ARHGEF3	1	1	1
ARHGEF35	0.210714	0	0
ARHGEF37	0.992857	1	1
ARHGEF38	0.0375	0	0
ARHGEF39	0.748214	1	1
ARHGEF4	0.541071	1	1
ARHGEF40	0.996429	1	1
ARHGEF5	0.796429	0	1
ARHGEF6	1	1	1
ARHGEF7	0.619643	0	1
ARHGEF9	0.866071	1	1
ARID1A	1	1	1
ARID1B	0.221429	0	1
ARID2	0.998214	1	1
ARID3A	1	1	1
ARID3B	1	1	1
ARID3C	0.15	0	0
ARID4A	0.996429	1	1
ARID4B	1	1	1
ARID5A	0.941071	1	1
ARID5B	1	1	1
ARIH1	1	1	1
ARIH2	1	1	1
ARL1	1	1	1
ARL11	0.141071	0	0
ARL13A	0.171429	1	0
ARL13B	0.491071	1	1
ARL14	0.210714	1	0
ARL15	0.9875	1	1
ARL16	1	1	1
ARL17A	1	1	1
ARL2	1	1	1
ARL2BP	1	1	1
ARL3	1	1	1
ARL4A	0.976786	1	1
ARL4C	0.896429	1	1
ARL4D	0.682143	1	1
ARL5A	1	1	1
ARL5B	1	1	1
ARL5C	0.460714	0	0
ARL6	0.0285714	0	0
ARL6IP1	1	1	1
ARL6IP4	1	1	1
ARL6IP5	1	1	1
ARL6IP6	0.991071	1	1
ARL8A	0.567857	0	1
ARL8B	1	1	1
ARL9	0.823214	1	1
ARMC1	1	1	1
ARMC10	1	1	1
ARMC12	0.917857	1	1
ARMC2	0.55	0	1
ARMC4	0.330357	0	0
ARMC5	0.996429	1	1
ARMC6	1	1	1
ARMC7	1	1	1
ARMC8	0.626786	1	1
ARMC9	0.528571	1	1
ARMCX1	1	1	1
ARMCX2	1	1	1
ARMCX3	0.991071	1	1
ARMCX5	1	1	1
ARMCX6	1	1	1
ARNT	0.925	1	1
ARNT2	0.985714	1	1
ARNTL	0.998214	1	1
ARNTL2	0.253571	1	0
ARPC1A	1	1	1
ARPC1B	1	1	1
ARPC2	1	1	1
ARPC4	1	1	1
ARPC5	1	1	1
ARPC5L	1	1	1
ARPIN	1	1	1
ARPP19	1	1	1
ARPP21	0.0428571	0	0
ARR3	0.0821429	0	0
ARRB1	1	1	1
ARRB2	0.882143	1	1
ARRDC1	0.996429	1	1
ARRDC2	0.467857	1	1
ARRDC3	1	1	1
ARRDC4	0.989286	1	1
ARRDC5	0.639286	0	1
ARSA	1	1	1
ARSB	0.694643	1	1
ARSD	1	1	1
ARSE	0.2875	1	0
ARSF	0.0910714	0	0
ARSG	0.994643	1	1
ARSH	0.569643	1	0
ARSI	0.2	0	1
ARSJ	0.882143	1	1
ARSK	0.978571	1	1
ART1	0.635714	1	1
ART3	0.414286	1	0
ART4	0.9875	1	1
ART5	0.075	0	0
ARTN	0.1625	0	0
ARV1	1	1	1
ARX	0.585714	0	1
AS3MT	1	1	1
