	Cluster_0	Cluster_1	Cluster_2
ABHD13	0.255556	0.197568	0.216783
ABHD14A	1	1	1
ABHD14B	1	1	1
ABHD15	0.966667	1	1
ABHD16A	1	1	1
ABHD16B	0.1	0.0942249	0.0699301
ABHD17A	0.966667	0.990881	0.979021
ABHD17B	0.955556	0.99696	1
ABHD17C	1	1	1
ABHD2	0.577778	0.595745	0.531469
ABHD3	1	1	1
ABHD4	1	1	0.993007
ABHD5	1	1	0.993007
ABHD6	1	1	1
ABHD8	1	1	1
ABI1	1	1	1
ABI2	1	1	1
ABI3	1	1	1
ABI3BP	0.9	1	0.993007
ABL1	0.877778	0.848024	0.86014
ABL2	0.877778	0.890578	0.86014
ABLIM1	1	1	1
ABLIM2	0.866667	0.984802	0.979021
ABLIM3	0.877778	0.972644	0.867133
ABO	0.122222	0.112462	0.104895
ABR	0.8	0.890578	0.846154
ABRA	0.222222	0.18845	0.223776
ABRACL	1	1	1
ABT1	0.744444	0.93921	0.937063
ABTB1	1	1	1
ABTB2	0.5	0.641337	0.72028
ACAA1	1	1	1
ACACA	1	1	1
ACACB	1	1	1
ACAD10	0.988889	1	1
ACAD11	1	1	1
ACAD8	1	1	1
ACAD9	1	1	1
ACADL	0.177778	0.240122	0.230769
ACADM	0.988889	1	1
ACADSB	0.933333	0.984802	0.888112
ACADVL	1	1	1
ACAN	0.266667	0.234043	0.293706
ACAP1	0.911111	0.99696	0.993007
ACAP2	1	1	1
ACAP3	0.855556	0.896657	0.769231
ACAT1	1	1	1
ACAT2	1	1	1
ACBD3	1	1	1
ACBD4	0.877778	0.945289	0.825175
ACBD5	0.6	0.744681	0.664336
ACBD6	1	1	1
ACCS	1	1	1
ACCSL	0.522222	0.319149	0.300699
ACD	1	1	1
ACE	0.222222	0.112462	0.0909091
ACE2	0.444444	0.322188	0.496503
ACER1	0.133333	0.106383	0.111888
ACER2	0.511111	0.677812	0.475524
ACER3	1	1	1
ACHE	0.566667	0.355623	0.566434
ACIN1	1	1	1
ACKR1	0.866667	0.987842	0.965035
ACKR2	0.388889	0.416413	0.342657
ACKR3	1	1	1
ACKR4	0.122222	0.173252	0.20979
ACLY	1	1	1
ACMSD	1	1	1
ACN9	1	1	1
ACO1	1	1	1
ACO2	1	1	1
ACOT1	0.966667	1	1
ACOT11	0.911111	0.927052	0.958042
ACOT12	0.322222	0.267477	0.342657
ACOT13	1	1	1
ACOT2	0.955556	0.99696	1
ACOT4	1	1	1
ACOT6	0.0555556	0.0790274	0.0769231
ACOT7	0.377778	0.352584	0.34965
ACOT8	0.988889	1	1
ACOT9	1	1	1
ACOX1	0.388889	0.382979	0.41958
ACOX2	0.988889	1	1
ACOX3	1	1	1
ACOXL	0.1	0.0486322	0.0629371
ACP1	1	1	1
ACP2	1	1	1
ACP5	1	0.99696	1
ACP6	1	1	1
ACPP	0.422222	0.544073	0.531469
ACPT	1	0.99696	1
ACR	0.533333	0.492401	0.552448
ACRBP	0.688889	0.68997	0.664336
ACRC	0.955556	0.990881	0.979021
ACRV1	0.555556	0.410334	0.524476
ACSBG1	0.322222	0.352584	0.405594
ACSBG2	0.166667	0.18845	0.174825
ACSF2	0.988889	1	0.986014
ACSF3	0.566667	0.577508	0.608392
ACSL1	0.977778	1	1
ACSL3	1	1	1
ACSL4	0.977778	1	0.993007
ACSL5	0.355556	0.364742	0.426573
ACSL6	0.133333	0.0972644	0.118881
ACSM1	0.144444	0.18845	0.195804
ACSM2B	0.0333333	0.00911854	0.013986
ACSM3	0.566667	0.696049	0.685315
ACSM4	0.266667	0.103343	0.13986
ACSM5	0.788889	0.93617	0.951049
ACSS1	0.977778	1	1
ACSS2	0.755556	0.866261	0.839161
ACSS3	0.188889	0.197568	0.181818
ACTA1	0.788889	0.924012	0.951049
ACTA2	1	1	1
ACTB	1	1	1
ACTBL2	0	0.00607903	0.020979
ACTC1	0.144444	0.231003	0.160839
ACTG1	1	1	1
ACTG2	1	1	1
ACTL10	0.844444	0.924012	0.804196
ACTL6A	1	1	1
ACTL6B	0.411111	0.297872	0.356643
ACTL7A	0.177778	0.142857	0.111888
ACTL7B	0.777778	0.796353	0.881119
ACTL8	0.444444	0.571429	0.524476
ACTL9	0.0888889	0.100304	0.048951
ACTN1	1	1	1
ACTN2	0.955556	0.990881	0.993007
ACTN3	0.155556	0.0911854	0.0909091
ACTN4	1	1	1
ACTR10	1	1	1
ACTR1A	1	1	1
ACTR1B	1	1	1
ACTR2	1	1	1
ACTR3	0.988889	1	1
ACTR3B	0.144444	0.0942249	0.118881
ACTR3BP2	0.377778	0.218845	0.216783
ACTR3BP5	0.277778	0.18541	0.265734
ACTR5	1	1	1
ACTR6	1	1	1
ACTR8	0.977778	1	1
ACTRT1	0.988889	0.993921	0.993007
ACTRT2	0.0777778	0.0273556	0.0629371
ACTRT3	0.811111	0.866261	0.846154
ACVR1	1	1	1
ACVR1B	0.766667	0.778116	0.818182
ACVR1C	0.0777778	0.0425532	0.00699301
ACVR2A	1	1	1
ACVR2B	0.511111	0.282675	0.265734
ACVRL1	0.977778	0.993921	0.993007
ACY1	1	1	1
ACY3	0.233333	0.306991	0.34965
ACYP1	0.977778	0.99696	0.993007
ACYP2	1	1	1
ADA	1	1	1
ADAD1	0.0444444	0.0364742	0.020979
ADAD2	0.2	0.218845	0.146853
ADAL	0.977778	1	0.958042
ADAM10	0.933333	1	1
ADAM11	0.244444	0.212766	0.181818
ADAM12	0.333333	0.601824	0.51049
ADAM15	1	1	1
ADAM17	1	1	1
ADAM18	0.3	0.227964	0.223776
ADAM19	0.566667	0.537994	0.482517
ADAM2	0.411111	0.367781	0.377622
ADAM20	0.0777778	0.0455927	0.0559441
ADAM21	0.577778	0.559271	0.65035
ADAM22	0.111111	0.182371	0.0839161
ADAM23	0.322222	0.343465	0.377622
ADAM28	0.522222	0.781155	0.692308
ADAM29	0.333333	0.358663	0.356643
ADAM30	0.177778	0.0851064	0.118881
ADAM32	0.455556	0.480243	0.517483
ADAM33	0.7	0.826748	0.839161
ADAM5	0.0222222	0.0182371	0.027972
ADAM6	0.366667	0.270517	0.307692
ADAM7	0.722222	0.887538	0.79021
ADAM8	1	0.99696	1
ADAM9	1	1	1
ADAMDEC1	0.8	0.896657	0.902098
ADAMTS1	0.888889	1	0.951049
ADAMTS10	0.244444	0.25228	0.265734
ADAMTS12	0.0888889	0.0759878	0.0979021
ADAMTS13	0.411111	0.386018	0.314685
ADAMTS14	0.211111	0.212766	0.0909091
ADAMTS15	0.288889	0.31003	0.223776
ADAMTS16	0.233333	0.212766	0.237762
ADAMTS17	0.655556	0.534954	0.636364
ADAMTS18	0.255556	0.291793	0.223776
ADAMTS2	0.555556	0.844985	0.797203
ADAMTS20	0.0666667	0.0455927	0.013986
ADAMTS3	0.0888889	0.115502	0.0979021
ADAMTS5	0.411111	0.729483	0.657343
ADAMTS6	0.7	0.911854	0.881119
ADAMTS7	0.433333	0.568389	0.552448
ADAMTS8	0.322222	0.43769	0.314685
ADAMTS9	1	1	1
ADAMTSL1	0.111111	0.221884	0.125874
ADAMTSL2	1	1	1
ADAMTSL3	0.6	0.826748	0.776224
ADAMTSL4	0.644444	0.772036	0.818182
ADAMTSL4-AS1	0.188889	0.200608	0.20979
ADAP1	1	1	1
ADAP2	1	1	1
ADAR	1	1	1
ADARB1	1	1	1
ADARB2	0.455556	0.495441	0.447552
ADARB2-AS1	0.4	0.3769	0.300699
ADAT2	0.711111	0.595745	0.748252
ADCK1	1	1	1
ADCK2	1	1	1
ADCK3	1	1	1
ADCK4	0.988889	1	1
ADCK5	1	1	1
ADCY1	0.933333	0.978723	0.916084
ADCY10	0.333333	0.340426	0.258741
ADCY2	0.966667	1	0.986014
ADCY3	1	1	1
ADCY4	0.977778	1	1
ADCY5	0.211111	0.215805	0.153846
ADCY6	1	1	1
ADCY7	1	1	1
ADCY8	0.144444	0.0729483	0.13986
ADCY9	0.977778	1	1
ADCYAP1	0.877778	0.945289	0.881119
ADCYAP1R1	0.188889	0.0881459	0.0909091
ADD1	1	1	1
ADD2	0.1	0.0607903	0.0769231
ADD3	0.988889	1	1
ADGB	0.544444	0.507599	0.538462
ADH1A	0.622222	0.93617	0.832168
ADH1C	0.266667	0.56231	0.405594
ADH4	0.166667	0.167173	0.195804
ADH5	0.755556	0.87234	0.727273
ADH6	0.466667	0.392097	0.447552
ADH7	0.0777778	0.0699088	0.0839161
ADHFE1	0.988889	1	0.993007
ADI1	0.4	0.468085	0.433566
ADIG	0.344444	0.273556	0.335664
ADIPOR1	1	1	1
ADIPOR2	1	1	1
ADIRF	1	1	1
ADK	0.911111	0.99696	0.979021
ADM	0.988889	1	1
ADNP	1	1	1
ADNP2	1	1	1
ADO	1	1	1
ADORA1	0.433333	0.395137	0.482517
ADORA2A	0.988889	1	1
ADORA2B	0.744444	0.893617	0.895105
ADORA3	1	1	1
ADPGK	1	1	1
ADPRH	0.833333	0.966565	0.951049
ADPRHL1	0.722222	0.851064	0.797203
ADPRHL2	1	1	1
ADPRM	1	1	1
ADRA1A	0.0666667	0.0577508	0.048951
ADRA1B	0.766667	0.829787	0.839161
ADRA1D	0.888889	0.945289	0.895105
ADRA2A	0.955556	0.990881	0.972028
ADRA2B	0.966667	0.987842	0.958042
ADRA2C	0.855556	0.778116	0.797203
ADRB1	0.111111	0.164134	0.0909091
ADRB2	1	1	0.986014
ADRB3	0.177778	0.182371	0.174825
ADRBK2	0.233333	0.261398	0.167832
ADRM1	1	1	1
ADSL	1	1	1
ADSS	1	1	1
ADSSL1	0.766667	0.832827	0.811189
ADTRP	0.555556	0.674772	0.685315
AEBP1	1	1	1
AEBP2	1	1	1
AEN	1	1	1
AES	1	1	1
AFAP1	1	1	1
AFAP1L2	1	1	1
AFF1	0.977778	1	1
AFF2	0.422222	0.449848	0.461538
AFF3	0.777778	0.854103	0.713287
AFF4	0.966667	1	1
AFG3L1P	0.555556	0.43769	0.51049
AFG3L2	1	1	1
AFM	0.0222222	0.0151976	0.020979
AFMID	1	1	1
AFP	0.444444	0.668693	0.538462
AFTPH	1	1	1
AGA	1	1	1
AGAP1	0.366667	0.322188	0.230769
AGAP11	0.288889	0.246201	0.13986
AGAP2	0.2	0.170213	0.160839
AGAP3	1	1	1
AGAP4	0.911111	0.911854	0.895105
AGAP7P	0.722222	0.887538	0.769231
AGAP8	0.977778	0.984802	0.993007
AGAP9	1	1	1
AGBL1	0.222222	0.0759878	0.146853
AGBL2	0.277778	0.285714	0.237762
AGBL3	0.155556	0.115502	0.13986
AGBL4	0.277778	0.197568	0.216783
AGBL5	1	1	1
AGER	0.444444	0.516717	0.461538
AGFG1	1	1	1
AGFG2	0.777778	0.799392	0.734266
AGGF1	1	1	1
AGL	0.444444	0.507599	0.454545
AGMAT	0.6	0.550152	0.657343
AGMO	0.244444	0.182371	0.146853
AGO1	1	1	1
AGO2	1	1	1
AGO3	1	1	0.993007
AGO4	0.922222	0.954407	0.944056
AGPAT1	0.133333	0.106383	0.146853
AGPAT2	1	1	1
AGPAT3	0.855556	0.927052	0.881119
AGPAT4	0.6	0.547112	0.475524
AGPAT5	0.922222	0.99696	1
AGPAT6	0.888889	0.966565	0.958042
AGPAT9	0.944444	1	1
AGPS	1	1	1
AGR2	0.888889	0.993921	0.776224
AGR3	0.755556	0.972644	0.734266
AGRN	1	1	1
AGRP	0.311111	0.300912	0.272727
AGT	0.566667	0.738602	0.587413
AGTPBP1	1	1	1
AGTR1	0.588889	0.969605	0.741259
AGTR2	0.566667	0.68693	0.65035
AGTRAP	1	1	1
AGXT	0.422222	0.401216	0.405594
AHCTF1	1	1	1
AHCY	1	1	1
AHCYL1	1	1	1
AHCYL2	1	1	1
AHDC1	1	1	1
AHI1	1	1	1
AHNAK	1	1	1
AHNAK2	0.688889	0.617021	0.657343
AHR	0.933333	1	1
AHSA1	1	1	1
AHSA2	1	1	1
AHSG	0.377778	0.43769	0.356643
AHSP	0.433333	0.446809	0.475524
AICDA	0.0444444	0.0851064	0.0909091
AIDA	0.888889	0.993921	0.986014
AIF1	1	1	1
AIF1L	0.955556	1	0.979021
AIFM1	1	1	1
AIFM2	0.988889	0.990881	0.986014
AIFM3	0.644444	0.744681	0.615385
AIG1	1	1	1
AIM1	1	1	1
AIM1L	0.166667	0.145897	0.216783
AIM2	0.811111	0.899696	0.916084
AIMP1	0.111111	0.0881459	0.0629371
AIMP2	1	1	1
AIP	1	1	1
AIPL1	0.288889	0.182371	0.307692
AIRE	0.177778	0.142857	0.118881
AJAP1	0.311111	0.389058	0.251748
AJUBA	0.2	0.161094	0.153846
AK2	1	1	1
AK3	1	1	1
AK5	0.255556	0.525836	0.307692
AK7	0.0777778	0.0699088	0.0769231
AK8	0.622222	0.802432	0.538462
AK9	0.6	0.638298	0.538462
AKAP1	0.988889	0.99696	0.972028
AKAP10	1	1	1
AKAP11	1	1	1
AKAP12	0.822222	0.981763	0.874126
AKAP13	1	1	1
AKAP14	0.111111	0.118541	0.0629371
AKAP17A	1	1	1
AKAP2	0.144444	0.112462	0.174825
AKAP3	0.877778	0.924012	0.944056
AKAP4	0.333333	0.18845	0.216783
AKAP5	0.0666667	0.0455927	0.111888
AKAP7	0.355556	0.422492	0.447552
AKAP8	1	1	1
AKAP8L	1	1	1
AKAP9	0.0777778	0.12766	0.160839
AKIP1	1	1	1
AKIRIN1	1	1	1
AKIRIN2	1	1	1
AKNA	1	1	1
AKNAD1	0.288889	0.203647	0.258741
AKR1A1	1	1	1
AKR1B1	1	1	1
AKR1B10	0.4	0.300912	0.370629
AKR1C1	0.811111	0.966565	0.937063
AKR1C2	0.388889	0.465046	0.48951
AKR1C3	1	1	1
AKR1C4	0.4	0.367781	0.391608
AKR1CL1	0.188889	0.206687	0.307692
AKR1D1	0.388889	0.306991	0.447552
AKR1E2	0.366667	0.206687	0.356643
AKR7A2	1	1	1
AKR7A2P1	0.255556	0.121581	0.132867
AKR7A3	1	1	1
AKT1	1	1	1
AKT1S1	0.755556	0.762918	0.748252
AKT2	0.788889	0.832827	0.881119
AKT3	0.477778	0.416413	0.440559
AKTIP	1	1	1
ALAD	0.166667	0.0699088	0.0559441
ALAS1	0.888889	0.942249	0.923077
ALAS2	0.177778	0.197568	0.20979
ALB	0.6	0.790274	0.727273
ALCAM	1	1	1
ALDH18A1	1	1	1
ALDH1A1	1	1	1
ALDH1A2	0.888889	0.993921	0.986014
ALDH1A3	0.944444	1	1
ALDH1L1	0.222222	0.553191	0.440559
ALDH1L2	0.777778	0.951368	0.923077
ALDH2	1	1	1
ALDH3A1	0.333333	0.291793	0.405594
ALDH3A2	1	1	1
ALDH3B1	1	1	0.993007
ALDH3B2	0.422222	0.458967	0.342657
ALDH4A1	0.988889	0.99696	1
ALDH5A1	0.977778	0.993921	0.986014
ALDH6A1	1	1	1
ALDH7A1	1	1	1
ALDH8A1	0.166667	0.121581	0.104895
ALDH9A1	1	1	1
ALDOA	1	1	1
ALDOB	0.977778	0.993921	0.993007
ALDOC	1	1	1
ALG1	0.988889	1	1
ALG10B	0.866667	0.966565	0.923077
ALG11	1	1	1
ALG12	1	0.987842	0.986014
ALG13	0.988889	1	1
ALG14	1	1	1
ALG1L	0.733333	0.790274	0.692308
ALG2	0.988889	0.987842	1
ALG3	1	1	1
ALG5	1	1	1
ALG6	1	1	1
ALG8	1	1	1
ALG9	1	1	1
ALK	0.666667	0.595745	0.622378
ALKBH1	1	1	1
ALKBH2	1	1	1
ALKBH3	1	1	1
ALKBH4	1	1	1
ALKBH5	1	1	1
ALKBH6	1	1	1
ALKBH7	1	1	1
ALLC	0.111111	0.0911854	0.146853
ALMS1	1	1	1
ALOX12	0.166667	0.0881459	0.13986
ALOX12B	0.3	0.164134	0.223776
ALOX15	0.288889	0.18541	0.265734
ALOX15B	0.5	0.671733	0.629371
ALOX5	1	1	1
ALOX5AP	1	1	1
ALOXE3	0.422222	0.449848	0.41958
ALPI	0.711111	0.668693	0.657343
ALPK2	0.877778	0.945289	0.923077
ALPK3	0.133333	0.139818	0.216783
ALPL	1	1	1
ALS2	1	1	1
ALS2CL	0.333333	0.246201	0.314685
ALS2CR11	0.222222	0.155015	0.146853
ALS2CR12	0.188889	0.231003	0.195804
ALX1	0.1	0.0638298	0.167832
ALX3	0.444444	0.364742	0.377622
ALX4	0.0777778	0.0699088	0.048951
ALYREF	1	1	1
AMACR	1	1	1
AMBN	0.0444444	0.0425532	0.034965
AMBP	0.377778	0.24924	0.34965
AMBRA1	0.766667	0.887538	0.727273
AMD1	1	1	1
AMDHD1	0.755556	0.905775	0.825175
AMDHD2	1	1	1
AMELX	0.166667	0.103343	0.153846
AMELY	0.544444	0.37386	0.468531
AMER1	1	1	1
AMER2	0.311111	0.267477	0.314685
AMER3	0.177778	0.0942249	0.111888
AMFR	1	1	1
AMH	0.566667	0.638298	0.636364
AMHR2	0.255556	0.410334	0.34965
AMICA1	0.977778	0.99696	1
AMIGO1	0.755556	0.784195	0.636364
AMIGO3	0.788889	0.829787	0.797203
AMMECR1	0.988889	0.990881	0.979021
AMMECR1L	1	1	1
AMN	0.333333	0.215805	0.237762
AMN1	0.777778	0.887538	0.797203
AMOT	1	1	1
AMOTL1	0.822222	0.826748	0.916084
AMOTL2	0.433333	0.522796	0.482517
AMPD1	0.344444	0.568389	0.531469
AMPD2	0.0777778	0.112462	0.0839161
AMPD3	0.266667	0.170213	0.230769
AMPH	0.888889	0.984802	0.944056
AMT	1	1	1
AMTN	0.144444	0.106383	0.223776
AMY1A	1	1	1
AMY2A	0.444444	0.358663	0.34965
AMY2B	0.177778	0.200608	0.188811
AMZ2	1	1	1
AMZ2P1	0.411111	0.325228	0.370629
ANAPC1	1	1	1
ANAPC10	1	1	1
ANAPC11	0.7	0.753799	0.664336
ANAPC13	1	1	1
ANAPC15	1	1	1
ANAPC16	1	1	1
ANAPC2	0.844444	0.863222	0.755245
ANAPC4	1	1	1
ANAPC5	1	1	1
ANAPC7	1	1	1
ANG	1	1	1
ANGEL1	1	1	1
ANGEL2	1	1	1
ANGPT1	0.933333	0.99696	0.986014
ANGPT2	1	1	1
ANGPT4	0.0444444	0.0486322	0.0979021
ANGPTL1	0.0888889	0.173252	0.118881
ANGPTL2	1	1	1
ANGPTL3	0.0555556	0.0547112	0.041958
ANGPTL4	0.811111	0.866261	0.748252
ANGPTL5	0.0777778	0.0851064	0.111888
ANGPTL6	0.522222	0.531915	0.573427
ANGPTL7	0.444444	0.522796	0.440559
ANK1	0.377778	0.364742	0.328671
ANK2	0.188889	0.471125	0.370629
ANK3	0.877778	0.969605	0.951049
ANKAR	0.988889	1	1
ANKDD1B	0.266667	0.261398	0.314685
ANKFN1	0.211111	0.151976	0.132867
ANKFY1	1	1	1
ANKH	0.577778	0.680851	0.545455
ANKHD1	0.988889	1	0.986014
ANKK1	0.355556	0.361702	0.335664
ANKLE2	0.211111	0.264438	0.265734
ANKMY1	0.233333	0.194529	0.195804
ANKMY2	1	1	1
ANKRA2	1	1	1
ANKRD1	0.244444	0.221884	0.265734
ANKRD10	1	1	1
ANKRD11	1	1	1
ANKRD12	1	1	1
ANKRD13A	1	1	1
ANKRD13B	0.811111	0.817629	0.846154
ANKRD13C	1	1	1
ANKRD13D	0.433333	0.300912	0.321678
ANKRD16	1	1	1
ANKRD17	1	1	1
ANKRD18A	0.466667	0.592705	0.433566
ANKRD19P	0.455556	0.468085	0.412587
ANKRD2	0.0888889	0.0942249	0.104895
ANKRD20A1	0.655556	0.738602	0.671329
ANKRD20A2	0.155556	0.118541	0.0909091
ANKRD20A4	0.2	0.164134	0.160839
ANKRD22	0.911111	0.993921	0.951049
ANKRD23	0.822222	0.793313	0.713287
ANKRD24	0.866667	0.920973	0.748252
ANKRD26	0.988889	1	1
ANKRD27	0.844444	0.954407	0.944056
ANKRD28	1	1	1
ANKRD29	0.744444	0.924012	0.853147
ANKRD30A	0.722222	0.951368	0.769231
ANKRD30B	0.6	0.802432	0.496503
ANKRD30BP1	0.177778	0.0881459	0.153846
ANKRD31	0.177778	0.0395137	0.0979021
ANKRD32	0.955556	1	1
ANKRD33	1	1	1
ANKRD33B	0.0888889	0.0395137	0.0769231
ANKRD34A	0.788889	0.905775	0.888112
ANKRD34B	0.222222	0.0790274	0.202797
ANKRD34C	0.7	0.568389	0.629371
ANKRD35	0.966667	1	1
ANKRD36	0.177778	0.12766	0.195804
ANKRD36B	1	1	1
ANKRD37	1	1	1
ANKRD39	1	1	1
ANKRD40	0.844444	0.942249	0.916084
ANKRD42	0.233333	0.112462	0.174825
ANKRD44	0.155556	0.148936	0.132867
ANKRD46	1	1	1
ANKRD49	1	1	1
ANKRD50	1	1	1
ANKRD53	0.4	0.282675	0.314685
ANKRD55	0.333333	0.337386	0.356643
ANKRD6	1	1	1
ANKRD60	0.366667	0.504559	0.461538
ANKRD62	0.144444	0.100304	0.132867
ANKRD7	0.522222	0.534954	0.517483
ANKRD9	1	1	1
ANKS1A	1	1	1
ANKS1B	0.822222	0.857143	0.741259
ANKS3	0.988889	0.99696	1
ANKS6	0.0888889	0.0425532	0.0699301
ANKZF1	0.9	0.848024	0.86014
ANLN	0.922222	0.945289	0.958042
ANO1	1	1	1
ANO1-AS2	0.177778	0.121581	0.125874
ANO10	1	1	1
ANO2	0.866667	0.920973	0.86014
ANO3	0.277778	0.227964	0.258741
ANO4	0.266667	0.121581	0.202797
ANO5	0.177778	0.179331	0.104895
ANO6	1	1	1
ANO7	0.0666667	0.133739	0.0699301
ANO8	1	1	1
ANO9	0.911111	0.987842	0.972028
ANP32A	0.522222	0.659574	0.538462
ANP32B	1	1	1
ANP32C	0.522222	0.553191	0.503497
ANP32D	0.0222222	0.0212766	0.00699301
ANP32E	0.2	0.337386	0.216783
ANPEP	0.977778	1	0.993007
ANTXR1	1	1	1
ANTXRL	0.111111	0.0486322	0.0769231
ANXA1	1	1	1
ANXA10	0.144444	0.109422	0.104895
ANXA11	1	1	1
ANXA13	0.133333	0.25228	0.181818
ANXA2	1	1	1
ANXA2P1	1	1	1
ANXA2P3	0.933333	1	0.993007
ANXA2R	1	1	1
ANXA3	0.566667	0.887538	0.797203
ANXA4	0.711111	0.87234	0.832168
ANXA5	1	1	1
ANXA7	1	1	1
ANXA8	0.444444	0.300912	0.426573
ANXA8L2	0.488889	0.665653	0.692308
ANXA9	0.833333	0.984802	0.832168
AOC1	0.488889	0.601824	0.643357
AOC2	0.422222	0.240122	0.391608
AOC3	0.344444	0.258359	0.328671
AOX1	0.677778	0.957447	0.881119
AOX2P	0.277778	0.300912	0.258741
AP1AR	0.677778	0.835866	0.657343
AP1B1	1	1	1
AP1G1	1	1	1
AP1G2	1	1	1
AP1M1	1	1	1
AP1M2	0.977778	0.99696	0.993007
AP1S1	1	1	1
AP1S2	1	1	1
AP1S3	0.0777778	0.0364742	0.0559441
AP2A1	0.988889	0.981763	0.986014
AP2A2	1	1	1
AP2B1	1	1	1
AP2M1	1	1	1
AP2S1	1	1	1
AP3B1	1	1	1
AP3B2	0.522222	0.574468	0.461538
AP3D1	1	1	1
AP3M1	1	1	1
AP3M2	1	1	1
AP3S1	0.511111	0.389058	0.433566
AP3S2	1	1	1
AP4B1	1	1	1
AP4E1	1	1	1
AP4M1	0.988889	1	0.993007
AP4S1	0.988889	1	1
AP5M1	1	1	1
AP5S1	1	1	1
AP5Z1	1	0.99696	0.986014
APAF1	1	1	1
APBA1	0.111111	0.0243161	0.041958
APBA2	0.244444	0.136778	0.300699
APBA3	1	1	1
APBB1	0.177778	0.136778	0.0699301
APBB1IP	1	1	1
APBB3	1	1	1
APC	0.2	0.273556	0.195804
APC2	0.433333	0.194529	0.258741
APCDD1	0.977778	1	1
APCDD1L	0.866667	0.987842	0.965035
APCS	0.977778	0.984802	0.986014
APEH	1	1	1
APEX1	1	1	1
APEX2	1	1	1
APH1A	1	1	1
APH1B	1	1	1
API5	1	1	1
APIP	1	1	1
APLN	0.911111	0.927052	0.853147
APLNR	1	1	1
APLP1	0.666667	0.653495	0.657343
APLP2	1	1	1
APMAP	1	1	1
APOA1	0.277778	0.288754	0.216783
APOA1BP	1	1	1
APOA2	0.466667	0.340426	0.426573
APOA4	0.0222222	0.0151976	0.048951
APOA5	0.122222	0.0607903	0.111888
APOB	0.166667	0.197568	0.146853
APOBEC1	0.211111	0.109422	0.0979021
APOBEC2	0.2	0.100304	0.167832
APOBEC3A	0.111111	0.106383	0.0979021
APOBEC3B	0.744444	0.802432	0.86014
APOBEC3C	0.955556	0.990881	0.958042
APOBEC3D	0.133333	0.136778	0.118881
APOBEC3F	0.944444	1	0.993007
APOBEC3G	0.977778	1	1
APOBEC3H	0.788889	0.851064	0.846154
APOBEC4	0.0666667	0.0607903	0.0769231
APOC1	1	1	1
APOC2	0.911111	0.960486	0.916084
APOC3	0.3	0.170213	0.188811
APOC4	0.333333	0.234043	0.370629
APOD	1	1	1
APOE	1	1	1
APOH	0.0222222	0.0151976	0.034965
APOL1	0.633333	0.726444	0.755245
APOL2	0.333333	0.231003	0.251748
