	Cluster_0	Cluster_1	Cluster_2
ABHD17A	0.98125	0.9829059829059829	0.992
ABHD17B	1.0	0.9914529914529915	0.968
ABHD17C	1.0	1.0	1.0
ABHD2	0.54375	0.5726495726495726	0.664
ABHD3	1.0	1.0	1.0
ABHD4	1.0	0.9914529914529915	1.0
ABHD5	0.996875	1.0	1.0
ABHD6	1.0	1.0	1.0
ABHD8	1.0	1.0	1.0
ABI1	1.0	1.0	1.0
ABI2	1.0	1.0	1.0
ABI3	1.0	1.0	1.0
ABI3BP	0.996875	1.0	0.928
ABL1	0.875	0.8461538461538461	0.816
ABL2	0.896875	0.8376068376068376	0.88
ABLIM1	1.0	1.0	1.0
ABLIM2	0.971875	0.9914529914529915	0.92
ABLIM3	0.915625	0.9658119658119658	0.936
ABO	0.103125	0.15384615384615385	0.096
ABR	0.865625	0.8717948717948718	0.856
ABRA	0.20625	0.1623931623931624	0.232
ABRACL	1.0	1.0	1.0
ABT1	0.940625	0.9145299145299145	0.816
ABTB1	1.0	1.0	1.0
ABTB2	0.690625	0.6410256410256411	0.504
ACAA1	1.0	1.0	1.0
ACACA	1.0	1.0	1.0
ACACB	1.0	1.0	1.0
ACAD10	1.0	1.0	0.992
ACAD11	1.0	1.0	1.0
ACAD8	1.0	1.0	1.0
ACAD9	1.0	1.0	1.0
ACADL	0.284375	0.1794871794871795	0.128
ACADM	1.0	1.0	0.992
ACADSB	0.94375	0.9487179487179487	0.976
ACADVL	1.0	1.0	1.0
ACAN	0.2625	0.17094017094017094	0.312
ACAP1	0.99375	0.9401709401709402	0.992
ACAP2	1.0	1.0	1.0
ACAP3	0.846875	0.9145299145299145	0.832
ACAT1	1.0	1.0	1.0
ACAT2	1.0	1.0	1.0
ACBD3	1.0	1.0	1.0
ACBD4	0.884375	0.9829059829059829	0.88
ACBD5	0.753125	0.7948717948717948	0.48
ACBD6	1.0	1.0	1.0
ACCS	1.0	1.0	1.0
ACCSL	0.315625	0.3333333333333333	0.44
ACD	1.0	1.0	1.0
ACE	0.1125	0.1282051282051282	0.152
ACE2	0.421875	0.4444444444444444	0.24
ACER1	0.121875	0.09401709401709402	0.104
ACER2	0.596875	0.5299145299145299	0.672
ACER3	1.0	1.0	1.0
ACHE	0.465625	0.3418803418803419	0.48
ACIN1	1.0	1.0	1.0
ACKR1	0.965625	0.9914529914529915	0.928
ACKR2	0.35625	0.4444444444444444	0.44
ACKR3	1.0	1.0	1.0
ACKR4	0.190625	0.15384615384615385	0.152
ACLY	1.0	1.0	1.0
ACMSD	1.0	1.0	1.0
ACN9	1.0	1.0	1.0
ACO1	1.0	1.0	1.0
ACO2	1.0	1.0	1.0
ACOT1	1.0	1.0	0.976
ACOT11	0.94375	0.8632478632478633	0.968
ACOT12	0.303125	0.27350427350427353	0.296
ACOT13	1.0	1.0	1.0
ACOT2	0.996875	0.9914529914529915	0.976
ACOT4	1.0	1.0	1.0
ACOT6	0.065625	0.07692307692307693	0.096
ACOT7	0.340625	0.5128205128205128	0.248
ACOT8	1.0	1.0	0.992
ACOT9	1.0	1.0	1.0
ACOX1	0.425	0.36752136752136755	0.336
ACOX2	0.996875	1.0	1.0
ACOX3	1.0	1.0	1.0
ACOXL	0.05	0.05982905982905983	0.088
ACP1	1.0	1.0	1.0
ACP2	1.0	1.0	1.0
ACP5	0.996875	1.0	1.0
ACP6	1.0	1.0	1.0
ACPP	0.56875	0.47863247863247865	0.44
ACPT	0.996875	1.0	1.0
ACR	0.521875	0.48717948717948717	0.52
ACRBP	0.709375	0.6495726495726496	0.648
ACRC	0.990625	0.9829059829059829	0.96
ACRV1	0.43125	0.49572649572649574	0.512
ACSBG1	0.3875	0.29914529914529914	0.352
ACSBG2	0.190625	0.2222222222222222	0.12
ACSF2	0.99375	1.0	0.992
ACSF3	0.609375	0.48717948717948717	0.608
ACSL1	1.0	1.0	0.984
ACSL3	1.0	1.0	1.0
ACSL4	1.0	0.9914529914529915	0.984
ACSL5	0.409375	0.3418803418803419	0.336
ACSL6	0.090625	0.11965811965811966	0.144
ACSM1	0.18125	0.1452991452991453	0.224
ACSM2B	0.009375	0.02564102564102564	0.016
ACSM3	0.728125	0.5641025641025641	0.632
ACSM4	0.10625	0.1282051282051282	0.232
ACSM5	0.9375	0.8632478632478633	0.912
ACSS1	0.99375	1.0	1.0
ACSS2	0.85	0.9572649572649573	0.712
ACSS3	0.175	0.23931623931623933	0.192
ACTA1	0.93125	0.8547008547008547	0.904
ACTA2	1.0	1.0	1.0
ACTB	1.0	1.0	1.0
ACTBL2	0.00625	0.008547008547008548	0.016
ACTC1	0.20625	0.29914529914529914	0.088
ACTG1	1.0	1.0	1.0
ACTG2	1.0	1.0	1.0
ACTL10	0.86875	0.8717948717948718	0.92
ACTL6A	1.0	1.0	1.0
ACTL6B	0.3	0.3247863247863248	0.416
ACTL7A	0.125	0.1623931623931624	0.16
ACTL7B	0.834375	0.7350427350427351	0.84
ACTL8	0.51875	0.7863247863247863	0.36
ACTL9	0.065625	0.1452991452991453	0.08
ACTN1	1.0	1.0	1.0
ACTN2	0.984375	0.9914529914529915	0.984
ACTN3	0.0875	0.07692307692307693	0.16
ACTN4	1.0	1.0	1.0
ACTR10	1.0	1.0	1.0
ACTR1A	1.0	1.0	1.0
ACTR1B	1.0	1.0	1.0
ACTR2	1.0	1.0	1.0
ACTR3	1.0	1.0	0.992
ACTR3B	0.10625	0.09401709401709402	0.128
ACTR3BP2	0.23125	0.18803418803418803	0.328
ACTR3BP5	0.2	0.1282051282051282	0.36
ACTR5	1.0	1.0	1.0
ACTR6	1.0	1.0	1.0
ACTR8	1.0	1.0	0.984
ACTRT1	0.99375	0.9914529914529915	0.992
ACTRT2	0.05	0.017094017094017096	0.056
ACTRT3	0.86875	0.905982905982906	0.76
ACVR1	1.0	1.0	1.0
ACVR1B	0.8	0.7777777777777778	0.76
ACVR1C	0.028125	0.05982905982905983	0.048
ACVR2A	1.0	1.0	1.0
ACVR2B	0.240625	0.37606837606837606	0.448
ACVRL1	0.990625	1.0	0.984
ACY1	1.0	1.0	1.0
ACY3	0.3375	0.28205128205128205	0.248
ACYP1	0.99375	1.0	0.984
ACYP2	1.0	1.0	1.0
ADA	1.0	1.0	1.0
ADAD1	0.015625	0.09401709401709402	0.024
ADAD2	0.19375	0.24786324786324787	0.16
ADAL	0.9875	0.9914529914529915	0.976
ADAM10	1.0	0.9914529914529915	0.96
ADAM11	0.18125	0.3333333333333333	0.168
ADAM12	0.590625	0.6324786324786325	0.304
ADAM15	1.0	1.0	1.0
ADAM17	1.0	1.0	1.0
ADAM18	0.25	0.1111111111111111	0.328
ADAM19	0.46875	0.7606837606837606	0.464
ADAM2	0.384375	0.3418803418803419	0.392
ADAM20	0.03125	0.09401709401709402	0.072
ADAM21	0.63125	0.49572649572649574	0.552
ADAM22	0.13125	0.28205128205128205	0.056
ADAM23	0.390625	0.27350427350427353	0.312
ADAM28	0.815625	0.6581196581196581	0.52
ADAM29	0.35625	0.37606837606837606	0.328
ADAM30	0.103125	0.07692307692307693	0.152
ADAM32	0.48125	0.5641025641025641	0.424
ADAM33	0.834375	0.7777777777777778	0.776
ADAM5	0.015625	0.03418803418803419	0.024
ADAM6	0.259375	0.3504273504273504	0.336
ADAM7	0.903125	0.8461538461538461	0.656
ADAM8	0.996875	1.0	1.0
ADAM9	1.0	1.0	1.0
ADAMDEC1	0.903125	0.8290598290598291	0.88
ADAMTS1	0.99375	0.9829059829059829	0.896
ADAMTS10	0.215625	0.3247863247863248	0.288
ADAMTS12	0.06875	0.13675213675213677	0.072
ADAMTS13	0.3125	0.5384615384615384	0.368
ADAMTS14	0.128125	0.39316239316239315	0.12
ADAMTS15	0.25625	0.36752136752136755	0.28
ADAMTS16	0.246875	0.1111111111111111	0.264
ADAMTS17	0.56875	0.47863247863247865	0.704
ADAMTS18	0.2	0.5128205128205128	0.216
ADAMTS2	0.878125	0.7435897435897436	0.592
ADAMTS20	0.021875	0.08547008547008547	0.048
ADAMTS3	0.096875	0.19658119658119658	0.048
ADAMTS5	0.75625	0.6666666666666666	0.408
ADAMTS6	0.8875	0.8717948717948718	0.824
ADAMTS7	0.58125	0.6324786324786325	0.36
ADAMTS8	0.465625	0.3162393162393162	0.256
ADAMTS9	1.0	1.0	1.0
ADAMTSL1	0.203125	0.23076923076923078	0.072
ADAMTSL2	1.0	1.0	1.0
ADAMTSL3	0.803125	0.8888888888888888	0.608
ADAMTSL4	0.85625	0.6837606837606838	0.6
ADAMTSL4-AS1	0.2125	0.15384615384615385	0.216
ADAP1	1.0	1.0	1.0
ADAP2	1.0	1.0	1.0
ADAR	1.0	1.0	1.0
ADARB1	1.0	1.0	1.0
ADARB2	0.45	0.6153846153846154	0.416
ADARB2-AS1	0.29375	0.6410256410256411	0.272
ADAT2	0.675	0.49572649572649574	0.744
ADCK1	1.0	1.0	1.0
ADCK2	1.0	1.0	1.0
ADCK3	1.0	1.0	1.0
ADCK4	0.996875	1.0	1.0
ADCK5	1.0	1.0	1.0
ADCY1	0.95	0.9658119658119658	0.96
ADCY10	0.296875	0.36752136752136755	0.328
ADCY2	1.0	1.0	0.96
ADCY3	1.0	1.0	1.0
ADCY4	1.0	0.9829059829059829	1.0
ADCY5	0.1875	0.1623931623931624	0.264
ADCY6	1.0	1.0	1.0
ADCY7	1.0	1.0	1.0
ADCY8	0.103125	0.09401709401709402	0.104
ADCY9	0.996875	1.0	0.992
ADCYAP1	0.928125	0.9401709401709402	0.872
ADCYAP1R1	0.0875	0.1282051282051282	0.128
ADD1	1.0	1.0	1.0
ADD2	0.071875	0.08547008547008547	0.056
ADD3	1.0	0.9914529914529915	1.0
ADGB	0.53125	0.39316239316239315	0.616
ADH1A	0.915625	0.8376068376068376	0.736
ADH1C	0.603125	0.36752136752136755	0.248
ADH4	0.19375	0.1282051282051282	0.168
ADH5	0.815625	0.905982905982906	0.736
ADH6	0.4375	0.37606837606837606	0.408
ADH7	0.10625	0.042735042735042736	0.024
ADHFE1	0.996875	1.0	0.992
ADI1	0.45625	0.4358974358974359	0.44
ADIG	0.33125	0.21367521367521367	0.304
ADIPOR1	1.0	1.0	1.0
ADIPOR2	1.0	1.0	1.0
ADIRF	1.0	1.0	1.0
ADK	0.996875	0.9914529914529915	0.92
ADM	1.0	0.9914529914529915	1.0
ADNP	1.0	1.0	1.0
ADNP2	1.0	1.0	1.0
ADO	1.0	1.0	1.0
ADORA1	0.3875	0.5299145299145299	0.416
ADORA2A	1.0	0.9914529914529915	1.0
ADORA2B	0.934375	0.905982905982906	0.672
ADORA3	1.0	1.0	1.0
ADPGK	1.0	1.0	1.0
ADPRH	0.95	1.0	0.864
ADPRHL1	0.7875	0.9230769230769231	0.792
ADPRHL2	1.0	1.0	1.0
ADPRM	1.0	1.0	1.0
ADRA1A	0.05	0.09401709401709402	0.04
ADRA1B	0.840625	0.8034188034188035	0.792
ADRA1D	0.94375	0.8547008547008547	0.936
ADRA2A	0.984375	0.9658119658119658	0.984
ADRA2B	0.978125	1.0	0.952
ADRA2C	0.7875	0.7350427350427351	0.872
ADRB1	0.140625	0.1452991452991453	0.12
ADRB2	0.99375	1.0	1.0
ADRB3	0.15	0.3162393162393162	0.128
ADRBK2	0.203125	0.3162393162393162	0.232
ADRM1	1.0	1.0	1.0
ADSL	1.0	1.0	1.0
ADSS	1.0	1.0	1.0
ADSSL1	0.825	0.7948717948717948	0.816
ADTRP	0.76875	0.5384615384615384	0.488
AEBP1	1.0	1.0	1.0
AEBP2	1.0	1.0	1.0
AEN	1.0	1.0	1.0
AES	1.0	1.0	1.0
AFAP1	1.0	1.0	1.0
AFAP1L2	1.0	1.0	1.0
AFF1	1.0	1.0	0.984
AFF2	0.515625	0.4358974358974359	0.288
AFF3	0.75625	0.8034188034188035	0.936
AFF4	1.0	1.0	0.976
AFG3L1P	0.49375	0.42735042735042733	0.472
AFG3L2	1.0	1.0	1.0
AFM	0.015625	0.008547008547008548	0.032
AFMID	1.0	1.0	1.0
AFP	0.60625	0.7094017094017094	0.48
AFTPH	1.0	1.0	1.0
AGA	1.0	1.0	1.0
AGAP1	0.259375	0.28205128205128205	0.448
AGAP11	0.18125	0.3247863247863248	0.248
AGAP2	0.159375	0.26495726495726496	0.12
AGAP3	1.0	1.0	1.0
AGAP4	0.903125	0.8803418803418803	0.944
AGAP7P	0.83125	0.9829059829059829	0.688
AGAP8	0.990625	0.9743589743589743	0.984
AGAP9	1.0	1.0	1.0
AGBL1	0.096875	0.05982905982905983	0.224
AGBL2	0.2625	0.23931623931623933	0.328
AGBL3	0.128125	0.08547008547008547	0.168
AGBL4	0.1875	0.1623931623931624	0.336
AGBL5	1.0	1.0	1.0
AGER	0.465625	0.6666666666666666	0.392
AGFG1	1.0	1.0	1.0
AGFG2	0.765625	0.8290598290598291	0.768
AGGF1	1.0	1.0	1.0
AGL	0.428125	0.7692307692307693	0.36
AGMAT	0.5875	0.49572649572649574	0.664
AGMO	0.178125	0.21367521367521367	0.168
AGO1	1.0	1.0	1.0
AGO2	1.0	1.0	1.0
AGO3	0.996875	1.0	1.0
AGO4	0.95	0.9401709401709402	0.944
AGPAT1	0.1125	0.1452991452991453	0.12
AGPAT2	1.0	1.0	1.0
AGPAT3	0.90625	0.9829059829059829	0.824
AGPAT4	0.53125	0.5726495726495726	0.52
AGPAT5	1.0	1.0	0.936
AGPAT6	0.946875	0.9829059829059829	0.936
AGPAT9	0.99375	0.9914529914529915	0.984
AGPS	1.0	1.0	1.0
AGR2	0.88125	0.9914529914529915	0.96
AGR3	0.828125	0.9316239316239316	0.952
AGRN	1.0	1.0	1.0
AGRP	0.296875	0.36752136752136755	0.224
AGT	0.671875	0.6752136752136753	0.672
AGTPBP1	1.0	1.0	1.0
AGTR1	0.871875	0.8974358974358975	0.752
AGTR2	0.6375	0.8034188034188035	0.576
AGTRAP	1.0	1.0	1.0
AGXT	0.421875	0.29914529914529914	0.464
AHCTF1	1.0	1.0	1.0
AHCY	1.0	1.0	1.0
AHCYL1	1.0	1.0	1.0
AHCYL2	1.0	1.0	1.0
AHDC1	1.0	1.0	1.0
AHI1	1.0	1.0	1.0
AHNAK	1.0	1.0	1.0
AHNAK2	0.65625	0.5555555555555556	0.672
AHR	0.996875	0.9829059829059829	0.976
AHSA1	1.0	1.0	1.0
AHSA2	1.0	1.0	1.0
AHSG	0.425	0.5384615384615384	0.24
AHSP	0.44375	0.5128205128205128	0.416
AICDA	0.078125	0.05128205128205128	0.112
AIDA	0.996875	0.9829059829059829	0.912
AIF1	1.0	1.0	1.0
AIF1L	0.996875	0.9914529914529915	0.96
AIFM1	1.0	1.0	1.0
AIFM2	0.9875	1.0	0.984
AIFM3	0.675	0.9401709401709402	0.52
AIG1	1.0	1.0	1.0
AIM1	1.0	1.0	1.0
AIM1L	0.153125	0.18803418803418803	0.184
AIM2	0.91875	0.8461538461538461	0.856
AIMP1	0.090625	0.06837606837606838	0.088
AIMP2	1.0	1.0	1.0
AIP	1.0	1.0	1.0
AIPL1	0.2375	0.10256410256410256	0.336
AIRE	0.11875	0.1452991452991453	0.2
AJAP1	0.30625	0.5384615384615384	0.248
AJUBA	0.153125	0.15384615384615385	0.208
AK2	1.0	1.0	1.0
AK3	1.0	1.0	1.0
AK5	0.4875	0.4358974358974359	0.264
AK7	0.06875	0.1111111111111111	0.048
AK8	0.659375	0.8632478632478633	0.68
AK9	0.565625	0.6581196581196581	0.664
AKAP1	0.9875	1.0	0.984
AKAP10	1.0	1.0	1.0
AKAP11	1.0	1.0	1.0
AKAP12	0.95	0.9914529914529915	0.816
AKAP13	1.0	1.0	1.0
AKAP14	0.0875	0.10256410256410256	0.144
AKAP17A	1.0	1.0	1.0
AKAP2	0.146875	0.1282051282051282	0.104
AKAP3	0.921875	0.9230769230769231	0.92
AKAP4	0.20625	0.23076923076923078	0.24
AKAP5	0.071875	0.06837606837606838	0.048
AKAP7	0.453125	0.3333333333333333	0.408
AKAP8	1.0	1.0	1.0
AKAP8L	1.0	1.0	1.0
AKAP9	0.125	0.11965811965811966	0.144
AKIP1	1.0	1.0	1.0
AKIRIN1	1.0	1.0	1.0
AKIRIN2	1.0	1.0	1.0
AKNA	1.0	1.0	1.0
AKNAD1	0.21875	0.27350427350427353	0.224
AKR1A1	1.0	1.0	1.0
AKR1B1	1.0	1.0	1.0
AKR1B10	0.3375	0.3504273504273504	0.312
AKR1C1	0.978125	0.9658119658119658	0.792
AKR1C2	0.465625	0.358974358974359	0.536
AKR1C3	1.0	1.0	1.0
AKR1C4	0.384375	0.29914529914529914	0.44
AKR1CL1	0.221875	0.17094017094017094	0.304
AKR1D1	0.36875	0.2564102564102564	0.416
AKR1E2	0.3125	0.1794871794871795	0.248
AKR7A2	1.0	1.0	1.0
AKR7A2P1	0.15	0.1282051282051282	0.152
AKR7A3	1.0	1.0	1.0
AKT1	1.0	1.0	1.0
AKT1S1	0.69375	0.811965811965812	0.872
AKT2	0.8375	0.7948717948717948	0.88
AKT3	0.453125	0.452991452991453	0.36
AKTIP	1.0	1.0	1.0
ALAD	0.06875	0.05982905982905983	0.136
ALAS1	0.93125	0.9230769230769231	0.928
ALAS2	0.175	0.27350427350427353	0.184
ALB	0.753125	0.6581196581196581	0.8
ALCAM	1.0	1.0	1.0
ALDH18A1	1.0	1.0	1.0
ALDH1A1	1.0	1.0	1.0
ALDH1A2	0.99375	0.9487179487179487	0.952
ALDH1A3	1.0	0.9914529914529915	0.968
ALDH1L1	0.571875	0.48717948717948717	0.2
ALDH1L2	0.953125	0.9829059829059829	0.76
ALDH2	1.0	1.0	1.0
ALDH3A1	0.3625	0.24786324786324787	0.312
ALDH3A2	1.0	1.0	1.0
ALDH3B1	0.996875	1.0	1.0
ALDH3B2	0.40625	0.5213675213675214	0.376
ALDH4A1	1.0	0.9914529914529915	0.992
ALDH5A1	0.9875	0.9829059829059829	1.0
ALDH6A1	1.0	1.0	1.0
ALDH7A1	1.0	1.0	1.0
ALDH8A1	0.13125	0.08547008547008547	0.144
ALDH9A1	1.0	1.0	1.0
ALDOA	1.0	1.0	1.0
ALDOB	0.990625	0.9914529914529915	0.992
ALDOC	1.0	1.0	1.0
ALG1	1.0	1.0	0.992
ALG10B	0.95625	0.9829059829059829	0.856
ALG11	1.0	1.0	1.0
ALG12	0.9875	0.9829059829059829	1.0
ALG13	1.0	1.0	0.992
ALG14	1.0	1.0	1.0
ALG1L	0.7625	0.7863247863247863	0.712
ALG2	0.99375	0.9829059829059829	0.992
ALG3	1.0	1.0	1.0
ALG5	1.0	1.0	1.0
ALG6	1.0	1.0	1.0
ALG8	1.0	1.0	1.0
ALG9	1.0	1.0	1.0
ALK	0.63125	0.5555555555555556	0.624
ALKBH1	1.0	1.0	1.0
ALKBH2	1.0	1.0	1.0
ALKBH3	1.0	1.0	1.0
ALKBH4	1.0	1.0	1.0
ALKBH5	1.0	1.0	1.0
ALKBH6	1.0	1.0	1.0
ALKBH7	1.0	1.0	1.0
ALLC	0.103125	0.07692307692307693	0.152
ALMS1	1.0	1.0	1.0
ALOX12	0.1125	0.10256410256410256	0.128
ALOX12B	0.171875	0.2222222222222222	0.256
ALOX15	0.228125	0.1623931623931624	0.264
ALOX15B	0.65625	0.6923076923076923	0.52
ALOX5	1.0	1.0	1.0
ALOX5AP	1.0	1.0	1.0
ALOXE3	0.40625	0.38461538461538464	0.568
ALPI	0.65625	0.6666666666666666	0.72
ALPK2	0.95	0.9230769230769231	0.88
ALPK3	0.1625	0.1282051282051282	0.176
ALPL	1.0	1.0	1.0
ALS2	1.0	1.0	1.0
ALS2CL	0.275	0.24786324786324787	0.312
ALS2CR11	0.175	0.10256410256410256	0.192
ALS2CR12	0.175	0.41025641025641024	0.136
ALX1	0.103125	0.10256410256410256	0.072
ALX3	0.328125	0.5641025641025641	0.344
ALX4	0.04375	0.1282051282051282	0.064
ALYREF	1.0	1.0	1.0
AMACR	1.0	1.0	1.0
AMBN	0.028125	0.07692307692307693	0.04
AMBP	0.3	0.23931623931623933	0.336
AMBRA1	0.8	0.9401709401709402	0.792
AMD1	1.0	1.0	1.0
AMDHD1	0.88125	0.8034188034188035	0.864
AMDHD2	1.0	1.0	1.0
AMELX	0.1125	0.07692307692307693	0.208
AMELY	0.415625	0.3076923076923077	0.56
AMER1	1.0	1.0	1.0
AMER2	0.26875	0.3504273504273504	0.272
AMER3	0.11875	0.05128205128205128	0.152
AMFR	1.0	1.0	1.0
AMH	0.578125	0.6752136752136753	0.704
AMHR2	0.39375	0.3418803418803419	0.336
AMICA1	1.0	0.9743589743589743	1.0
AMIGO1	0.68125	0.9316239316239316	0.72
AMIGO3	0.8125	0.8376068376068376	0.8
AMMECR1	0.996875	0.9829059829059829	0.968
AMMECR1L	1.0	1.0	1.0
AMN	0.246875	0.17094017094017094	0.288
AMN1	0.83125	0.8632478632478633	0.872
AMOT	1.0	1.0	1.0
AMOTL1	0.88125	0.7606837606837606	0.848
AMOTL2	0.45	0.8290598290598291	0.312
AMPD1	0.61875	0.4444444444444444	0.352
AMPD2	0.065625	0.2564102564102564	0.04
AMPD3	0.20625	0.11965811965811966	0.264
AMPH	0.978125	0.9487179487179487	0.92
AMT	1.0	1.0	1.0
AMTN	0.171875	0.15384615384615385	0.056
AMY1A	1.0	1.0	1.0
AMY2A	0.36875	0.3418803418803419	0.4
AMY2B	0.196875	0.19658119658119658	0.184
AMZ2	1.0	1.0	1.0
AMZ2P1	0.3375	0.26495726495726496	0.464
ANAPC1	1.0	1.0	1.0
ANAPC10	1.0	1.0	1.0
ANAPC11	0.684375	0.8632478632478633	0.688
ANAPC13	1.0	1.0	1.0
ANAPC15	1.0	1.0	1.0
ANAPC16	1.0	1.0	1.0
ANAPC2	0.790625	0.8290598290598291	0.944
ANAPC4	1.0	1.0	1.0
ANAPC5	1.0	1.0	1.0
ANAPC7	1.0	1.0	1.0
ANG	1.0	1.0	1.0
ANGEL1	1.0	1.0	1.0
ANGEL2	1.0	1.0	1.0
ANGPT1	1.0	0.9743589743589743	0.952
ANGPT2	1.0	1.0	1.0
ANGPT4	0.0625	0.06837606837606838	0.048
ANGPTL1	0.184375	0.1452991452991453	0.048
ANGPTL2	1.0	1.0	1.0
ANGPTL3	0.053125	0.042735042735042736	0.056
ANGPTL4	0.809375	0.9743589743589743	0.736
ANGPTL5	0.115625	0.03418803418803419	0.08
ANGPTL6	0.571875	0.5726495726495726	0.432
ANGPTL7	0.534375	0.4188034188034188	0.44
ANK1	0.303125	0.5897435897435898	0.28
ANK2	0.49375	0.4188034188034188	0.144
ANK3	0.953125	0.9572649572649573	0.936
ANKAR	1.0	1.0	0.992
ANKDD1B	0.278125	0.20512820512820512	0.336
ANKFN1	0.134375	0.24786324786324787	0.128
ANKFY1	1.0	1.0	1.0
ANKH	0.621875	0.8376068376068376	0.456
ANKHD1	0.990625	1.0	1.0
ANKK1	0.334375	0.3333333333333333	0.424
ANKLE2	0.228125	0.3162393162393162	0.272
ANKMY1	0.209375	0.15384615384615385	0.224
ANKMY2	1.0	1.0	1.0
ANKRA2	1.0	1.0	1.0
ANKRD1	0.259375	0.2222222222222222	0.192
ANKRD10	1.0	1.0	1.0
ANKRD11	1.0	1.0	1.0
ANKRD12	1.0	1.0	1.0
ANKRD13A	1.0	1.0	1.0
ANKRD13B	0.821875	0.8461538461538461	0.808
ANKRD13C	1.0	1.0	1.0
ANKRD13D	0.315625	0.23931623931623933	0.44
ANKRD16	1.0	1.0	1.0
ANKRD17	1.0	1.0	1.0
ANKRD18A	0.478125	0.7521367521367521	0.464
ANKRD19P	0.43125	0.3247863247863248	0.624
ANKRD2	0.1125	0.08547008547008547	0.064
ANKRD20A1	0.6875	0.7692307692307693	0.704
ANKRD20A2	0.08125	0.23076923076923078	0.104
ANKRD20A4	0.184375	0.06837606837606838	0.224
ANKRD22	0.9625	0.9829059829059829	0.976
ANKRD23	0.73125	0.8461538461538461	0.832
ANKRD24	0.8375	0.8888888888888888	0.928
ANKRD26	1.0	1.0	0.992
ANKRD27	0.94375	0.9401709401709402	0.904
ANKRD28	1.0	1.0	1.0
ANKRD29	0.934375	0.8547008547008547	0.752
ANKRD30A	0.859375	0.8717948717948718	0.888
