	variance
ACSBG1	0.231149
ACSBG2	0.148819
ACSF2	0.00531905
ACSF3	0.243439
ACSL1	0.00355238
ACSL3	0
ACSL4	0.00531905
ACSL5	0.235779
ACSL6	0.0969323
ACSM1	0.149951
ACSM2B	0.0140573
ACSM3	0.220603
ACSM4	0.11974
ACSM5	0.0767725
ACSS1	0.00355238
ACSS2	0.133522
ACSS3	0.155518
ACTA1	0.0826593
ACTA2	0
ACTB	0
ACTBL2	0.00883336
ACTC1	0.159857
ACTG1	0
ACTG2	0
ACTL10	0.105192
ACTL6A	0
ACTL6B	0.22182
ACTL7A	0.121025
ACTL7B	0.151077
ACTL8	0.24891
ACTL9	0.0782538
ACTN1	0
ACTN2	0.0140573
ACTN3	0.0912992
ACTN4	0
ACTR10	0
ACTR1A	0
ACTR1B	0
ACTR2	0
ACTR3	0.00177936
ACTR3B	0.0969323
ACTR3BP2	0.184676
ACTR3BP5	0.172265
ACTR5	0
ACTR6	0
ACTR8	0.00355238
ACTRT1	0.00707938
ACTRT2	0.0425809
ACTRT3	0.1261
ACVR1	0
ACVR1B	0.16823
ACVR1C	0.0376806
ACVR2A	0
ACVR2B	0.21614
ACVRL1	0.00883336
ACY1	0
ACY3	0.212762
ACYP1	0.00707938
ACYP2	0
ADA	0
ADAD1	0.0327231
ADAD2	0.158782
ADAL	0.0140573
ADAM10	0.010581
ADAM11	0.166175
ADAM12	0.249177
ADAM15	0
ADAM17	0
ADAM18	0.181907
ADAM19	0.249634
ADAM2	0.235345
ADAM20	0.0506213
ADAM21	0.243138
ADAM22	0.124841
ADAM23	0.22753
ADAM28	0.203237
ADAM29	0.229119
ADAM30	0.0969323
ADAM32	0.250243
ADAM33	0.154417
ADAM5	0.0209336
ADAM6	0.208499
ADAM7	0.137147
ADAM8	0.00177936
ADAM9	0
ADAMDEC1	0.103831
ADAMTS1	0.0293864
ADAMTS10	0.190043
ADAMTS12	0.0767725
ADAMTS13	0.234003
ADAMTS14	0.148819
ADAMTS15	0.204008
ADAMTS16	0.173258
ADAMTS17	0.244023
ADAMTS18	0.196843
ADAMTS2	0.16823
ADAMTS20	0.0393204
ADAMTS3	0.0955335
ADAMTS5	0.224754
ADAMTS6	0.113222
ADAMTS7	0.248619
ADAMTS8	0.237857
ADAMTS9	0
ADAMTSL1	0.14768
ADAMTSL2	0
ADAMTSL3	0.173258
ADAMTSL4	0.180971
ADAMTSL4-AS1	0.160926
ADAP1	0
ADAP2	0
ADAR	0
ADARB1	0
ADARB2	0.24991
ADARB2-AS1	0.231149
ADAT2	0.226987
ADCK1	0
ADCK2	0
ADCK3	0
ADCK4	0.00177936
ADCK5	0
ADCY1	0.0425809
ADCY10	0.217447
ADCY2	0.00883336
ADCY3	0
ADCY4	0.00355238
ADCY5	0.159857
ADCY6	0
ADCY7	0
ADCY8	0.0912992
ADCY9	0.00355238
ADCYAP1	0.075285
ADCYAP1R1	0.0941284
ADD1	0
ADD2	0.0662264
ADD3	0.00177936
ADGB	0.249989
ADH1A	0.121025
ADH1C	0.249824
ADH4	0.144226
ADH5	0.149951
ADH6	0.243734
ADH7	0.0692713
ADHFE1	0.00355238
ADI1	0.247778
ADIG	0.210659
ADIPOR1	0
ADIPOR2	0
ADIRF	0
ADK	0.0209336
ADM	0.00177936
ADNP	0
ADNP2	0
ADO	0
ADORA1	0.244581
ADORA2A	0.00177936
ADORA2B	0.113222
ADORA3	0
ADPGK	0
ADPRH	0.0553695
ADPRHL1	0.149951
ADPRHL2	0
ADPRM	0
ADRA1A	0.0537931
ADRA1B	0.146535
ADRA1D	0.0707843
ADRA2A	0.0192241
ADRA2B	0.0226369
ADRA2C	0.163045
ADRB1	0.11845
ADRB2	0.00355238
ADRB3	0.14768
ADRBK2	0.179081
ADRM1	0
ADSL	0
ADSS	0
ADSSL1	0.149951
ADTRP	0.225322
AEBP1	0
AEBP2	0
AEN	0
AES	0
AFAP1	0
AFAP1L2	0
AFF1	0.00355238
AFF2	0.247778
AFF3	0.156612
AFF4	0.00531905
AFG3L1P	0.249824
AFG3L2	0
AFM	0.0175081
AFMID	0
AFP	0.240499
AFTPH	0
AGA	0
AGAP1	0.212762
AGAP11	0.175224
AGAP2	0.143062
AGAP3	0
AGAP4	0.0841152
AGAP7P	0.140715
AGAP8	0.0140573
AGAP9	0
AGBL1	0.103831
AGBL2	0.198479
AGBL3	0.1119
AGBL4	0.169248
AGBL5	0
AGER	0.250366
AGFG1	0
AGFG2	0.172265
AGGF1	0
AGL	0.250189
AGMAT	0.243138
AGMO	0.149951
AGO1	0
AGO2	0
AGO3	0.00177936
AGO4	0.0506213
AGPAT1	0.106546
AGPAT2	0
AGPAT3	0.0870078
AGPAT4	0.249047
AGPAT5	0.0140573
AGPAT6	0.0458161
AGPAT9	0.00883336
AGPS	0
AGR2	0.0722908
AGR3	0.107894
AGRN	0
AGRP	0.208499
AGT	0.220603
AGTPBP1	0
AGTR1	0.127353
AGTR2	0.225322
AGTRAP	0
AGXT	0.241536
AHCTF1	0
AHCY	0
AHCYL1	0
AHCYL2	0
AHDC1	0
AHI1	0
AHNAK	0
AHNAK2	0.231149
AHR	0.010581
AHSA1	0
AHSA2	0
AHSG	0.241869
AHSP	0.248133
AICDA	0.0737911
AIDA	0.0243338
AIF1	0
AIF1L	0.0123223
AIFM1	0
AIFM2	0.010581
AIFM3	0.212067
AIG1	0
AIM1	0
AIM1L	0.139532
AIM2	0.0983247
AIMP1	0.0782538
AIMP2	0
AIP	0
AIPL1	0.178126
AIRE	0.122303
AJAP1	0.225322
AJUBA	0.138343
AK2	0
AK3	0
AK5	0.245114
AK7	0.067752
AK8	0.207766
AK9	0.239027
AKAP1	0.010581
AKAP10	0
AKAP11	0
AKAP12	0.0662264
AKAP13	0
AKAP14	0.092717
AKAP17A	0
AKAP2	0.115849
AKAP3	0.0722908
AKAP4	0.171266
AKAP5	0.0616115
AKAP7	0.243734
AKAP8	0
AKAP8L	0
AKAP9	0.1119
AKIP1	0
AKIRIN1	0
AKIRIN2	0
AKNA	0
AKNAD1	0.178126
AKR1A1	0
AKR1B1	0
AKR1B10	0.223013
AKR1C1	0.0616115
AKR1C2	0.248768
AKR1C3	0
AKR1C4	0.235779
AKR1CL1	0.177165
AKR1D1	0.229636
AKR1E2	0.197664
AKR7A2	0
AKR7A2P1	0.124841
AKR7A3	0
AKT1	0
AKT1S1	0.183759
AKT2	0.135945
AKT3	0.245866
AKTIP	0
ALAD	0.075285
ALAS1	0.0662264
ALAS2	0.158782
ALB	0.190915
ALCAM	0
ALDH18A1	0
ALDH1A1	0
ALDH1A2	0.0243338
ALDH1A3	0.00883336
ALDH1L1	0.249634
ALDH1L2	0.0767725
ALDH2	0
ALDH3A1	0.220603
ALDH3A2	0
ALDH3B1	0.00177936
ALDH3B2	0.244581
ALDH4A1	0.00355238
ALDH5A1	0.010581
ALDH6A1	0
ALDH7A1	0
ALDH8A1	0.109236
ALDH9A1	0
ALDOA	0
ALDOB	0.00883336
ALDOC	0
ALG1	0.00177936
ALG10B	0.0569395
ALG11	0
ALG12	0.010581
ALG13	0.00177936
ALG14	0
ALG1L	0.184676
ALG2	0.00883336
ALG3	0
ALG5	0
ALG6	0
ALG8	0
ALG9	0
ALK	0.237454
ALKBH1	0
ALKBH2	0
ALKBH3	0
ALKBH4	0
ALKBH5	0
ALKBH6	0
ALKBH7	0
ALLC	0.0969323
ALMS1	0
ALOX12	0.10109
ALOX12B	0.160926
ALOX15	0.173258
ALOX15B	0.232604
ALOX5	0
ALOX5AP	0
ALOXE3	0.24656
ALPI	0.220603
ALPK2	0.0662264
ALPK3	0.133522
ALPL	0
ALS2	0
ALS2CL	0.200887
ALS2CR11	0.137147
ALS2CR12	0.169248
ALX1	0.0870078
ALX3	0.236208
ALX4	0.0616115
ALYREF	0
AMACR	0
AMBN	0.0393204
AMBP	0.208499
AMBRA1	0.143062
AMD1	0
AMDHD1	0.11974
AMDHD2	0
AMELX	0.110571
AMELY	0.244851
AMER1	0
AMER2	0.204772
AMER3	0.0997107
AMFR	0
AMH	0.234457
AMHR2	0.233543
AMICA1	0.00531905
AMIGO1	0.191781
AMIGO3	0.151077
AMMECR1	0.0123223
AMMECR1L	0
AMN	0.182836
AMN1	0.129839
AMOT	0
AMOTL1	0.128599
AMOTL2	0.250442
AMPD1	0.24991
AMPD2	0.0898751
AMPD3	0.160926
AMPH	0.0393204
AMT	0
AMTN	0.122303
AMY1A	0
AMY2A	0.233543
AMY2B	0.156612
AMZ2	0
AMZ2P1	0.228066
ANAPC1	0
ANAPC10	0
ANAPC11	0.200887
ANAPC13	0
ANAPC15	0
ANAPC16	0
ANAPC2	0.139532
ANAPC4	0
ANAPC5	0
ANAPC7	0
ANG	0
ANGEL1	0
ANGEL2	0
ANGPT1	0.0157859
ANGPT2	0
ANGPT4	0.0569395
ANGPTL1	0.124841
ANGPTL2	0
ANGPTL3	0.049026
ANGPTL4	0.143062
ANGPTL5	0.0826593
ANGPTL6	0.248768
ANGPTL7	0.250331
ANK1	0.230146
ANK2	0.240499
ANK3	0.0474242
ANKAR	0.00177936
ANKDD1B	0.200091
ANKFN1	0.132301
ANKFY1	0
ANKH	0.233543
ANKHD1	0.00531905
ANKK1	0.229119
ANKLE2	0.190915
ANKMY1	0.160926
ANKMY2	0
ANKRA2	0
ANKRD1	0.180971
ANKRD10	0
ANKRD11	0
ANKRD12	0
ANKRD13A	0
ANKRD13B	0.145384
ANKRD13C	0
ANKRD13D	0.220603
ANKRD16	0
ANKRD17	0
ANKRD18A	0.249418
ANKRD19P	0.248133
ANKRD2	0.0870078
ANKRD20A1	0.207027
ANKRD20A2	0.103831
ANKRD20A4	0.140715
ANKRD22	0.0293864
ANKRD23	0.173258
ANKRD24	0.114539
ANKRD26	0.00177936
ANKRD27	0.0616115
ANKRD28	0
ANKRD29	0.107894
ANKRD30A	0.114539
ANKRD30B	0.21345
ANKRD30BP1	0.105192
ANKRD31	0.0707843
ANKRD32	0.00707938
ANKRD33	0
ANKRD33B	0.0537931
ANKRD34A	0.103831
ANKRD34B	0.115849
ANKRD34C	0.239405
ANKRD35	0.00531905
ANKRD36	0.129839
ANKRD36B	0
ANKRD37	0
ANKRD39	0
ANKRD40	0.0737911
ANKRD42	0.1261
ANKRD44	0.124841
ANKRD46	0
ANKRD49	0
ANKRD50	0
ANKRD53	0.214132
ANKRD55	0.225322
ANKRD6	0
ANKRD60	0.249634
ANKRD62	0.102464
ANKRD7	0.249634
ANKRD9	0
ANKS1A	0
ANKS1B	0.146535
ANKS3	0.00355238
ANKS6	0.0537931
ANKZF1	0.121025
ANLN	0.0522104
ANO1	0
ANO1-AS2	0.114539
ANO10	0
ANO2	0.092717
ANO3	0.184676
ANO4	0.138343
ANO5	0.134737
ANO6	0
ANO7	0.0955335
ANO8	0
ANO9	0.0277085
ANP32A	0.239027
ANP32B	0
ANP32C	0.249177
ANP32D	0.0175081
ANP32E	0.204008
ANPEP	0.00531905
ANTXR1	0
ANTXRL	0.0616115
ANXA1	0
ANXA10	0.10109
ANXA11	0
ANXA13	0.169248
ANXA2	0
ANXA2P1	0
ANXA2P3	0.0123223
ANXA2R	0
ANXA3	0.152197
ANXA4	0.137147
ANXA5	0
ANXA7	0
ANXA8	0.229636
ANXA8L2	0.229636
ANXA9	0.0722908
AOC1	0.241536
AOC2	0.21345
AOC3	0.206282
AOX1	0.0955335
AOX2P	0.204772
AP1AR	0.180029
AP1B1	0
AP1G1	0
AP1G2	0
AP1M1	0
AP1M2	0.00707938
AP1S1	0
AP1S2	0
AP1S3	0.0458161
AP2A1	0.0157859
AP2A2	0
AP2B1	0
AP2M1	0
AP2S1	0
AP3B1	0
AP3B2	0.249047
AP3D1	0
AP3M1	0
AP3M2	0
AP3S1	0.244023
AP3S2	0
AP4B1	0
AP4E1	0
AP4M1	0.00355238
AP4S1	0.00177936
AP5M1	0
AP5S1	0
AP5Z1	0.00531905
APAF1	0
APBA1	0.0409538
APBA2	0.1577
APBA3	0
APBB1	0.110571
APBB1IP	0
APBB3	0
APC	0.183759
APC2	0.187388
APCDD1	0.00355238
APCDD1L	0.0360344
APCS	0.0157859
APEH	0
APEX1	0
APEX2	0
APH1A	0
APH1B	0
API5	0
APIP	0
APLN	0.0855647
APLNR	0
APLP1	0.225883
APLP2	0
APMAP	0
APOA1	0.196843
APOA1BP	0
APOA2	0.236629
APOA4	0.0243338
APOA5	0.0767725
APOB	0.14768
APOBEC1	0.107894
APOBEC2	0.115849
APOBEC3A	0.0941284
APOBEC3B	0.155518
APOBEC3C	0.0226369
APOBEC3D	0.114539
APOBEC3F	0.010581
APOBEC3G	0.00355238
APOBEC3H	0.134737
APOBEC4	0.0616115
APOC1	0
APOC2	0.0553695
APOC3	0.1577
APOC4	0.204008
APOD	0
APOE	0
APOH	0.0209336
APOL1	0.20246
APOL2	0.189164
APOL3	0.0553695
APOL4	0.245114
APOL5	0.172265
APOM	0.00177936
APOOL	0.00355238
APP	0
APPBP2	0
APPL1	0
APPL2	0
APRT	0
APTX	0
AQP1	0.0310579
AQP10	0.0912992
AQP11	0.0209336
AQP12B	0.151077
AQP3	0.218728
AQP4	0.049026
AQP4-AS1	0.250417
AQP5	0.207766
AQP6	0.0662264
AQP7	0.245114
AQP7P1	0.250243
AQP8	0.176198
AQP9	0.0782538
AQR	0
AR	0.137147
ARAF	0
ARAP1	0.00531905
ARAP2	0.196015
ARAP3	0
ARC	0.245114
AREL1	0.0969323
ARF1	0
ARF3	0
ARF4	0
ARF5	0
ARF6	0.244581
ARFGAP1	0
ARFGAP2	0
ARFGAP3	0
ARFGEF1	0
ARFGEF2	0
ARFIP1	0.00883336
ARFRP1	0.00177936
ARG1	0.0797286
ARG2	0.171266
ARGLU1	0
ARHGAP1	0
ARHGAP10	0
ARHGAP11A	0.234003
ARHGAP11B	0.193493
ARHGAP12	0.00355238
ARHGAP15	0
ARHGAP17	0
ARHGAP18	0.250331
ARHGAP19	0
ARHGAP20	0.203237
ARHGAP21	0
ARHGAP22	0.00531905
ARHGAP23	0.0474242
ARHGAP24	0.0343819
ARHGAP25	0.22418
ARHGAP26	0.233543
ARHGAP27	0.209945
ARHGAP28	0.196015
ARHGAP29	0.234904
ARHGAP30	0.00531905
ARHGAP31	0.075285
ARHGAP32	0
ARHGAP33	0
ARHGAP35	0.218728
ARHGAP36	0.0569395
ARHGAP39	0
ARHGAP4	0
ARHGAP42	0.14768
ARHGAP44	0
ARHGAP5	0.239405
ARHGAP6	0.0209336
ARHGAP9	0
ARHGDIA	0
ARHGDIB	0
ARHGEF1	0.0192241
ARHGEF10	0
ARHGEF10L	0.049026
ARHGEF11	0
ARHGEF12	0
ARHGEF15	0.183759
ARHGEF16	0.0175081
ARHGEF17	0
ARHGEF18	0
ARHGEF19	0
ARHGEF2	0
ARHGEF25	0.196015
ARHGEF28	0.235345
ARHGEF3	0
ARHGEF35	0.166175
ARHGEF37	0.00707938
ARHGEF38	0.0360344
ARHGEF39	0.188279
ARHGEF4	0.248619
ARHGEF40	0.00355238
ARHGEF5	0.163045
ARHGEF6	0
ARHGEF7	0.236208
ARHGEF9	0.115849
ARID1A	0
ARID1B	0.173258
ARID2	0.00177936
ARID3A	0
ARID3B	0
ARID3C	0.127353
ARID4A	0.00355238
ARID4B	0
ARID5A	0.0553695
ARID5B	0
ARIH1	0
ARIH2	0
ARL1	0
ARL11	0.121025
ARL13A	0.143062
ARL13B	0.250395
ARL14	0.167206
ARL15	0.0123223
ARL16	0
ARL17A	0
ARL2	0
ARL2BP	0
ARL3	0
ARL4A	0.0226369
ARL4C	0.092717
ARL4D	0.216796
ARL5A	0
ARL5B	0
ARL5C	0.248768
ARL6	0.0277085
ARL6IP1	0
ARL6IP4	0
ARL6IP5	0
ARL6IP6	0.00883336
ARL8A	0.245866
ARL8B	0
ARL9	0.145384
ARMC1	0
ARMC10	0
ARMC12	0.075285
ARMC2	0.247959
ARMC4	0.221215
ARMC5	0.00355238
ARMC6	0
ARMC7	0
ARMC8	0.234003
ARMC9	0.249529
ARMCX1	0
ARMCX2	0
ARMCX3	0.00883336
ARMCX5	0
ARMCX6	0
ARNT	0.0692713
ARNT2	0.0140573
ARNTL	0.00177936
ARNTL2	0.190043
ARPC1A	0
ARPC1B	0
ARPC2	0
ARPC4	0
ARPC5	0
ARPC5L	0
ARPIN	0
ARPP19	0
ARPP21	0.0409538
ARR3	0.075285
ARRB1	0
ARRB2	0.103831
ARRDC1	0.00355238
ARRDC2	0.249529
ARRDC3	0
ARRDC4	0.010581
ARRDC5	0.231149
ARSA	0
ARSB	0.212067
ARSD	0
ARSE	0.20553
ARSF	0.0826593
ARSG	0.00531905
ARSH	0.245621
ARSI	0.160926
ARSJ	0.103831
ARSK	0.0209336
ART1	0.23164
ART3	0.243138
ART4	0.0123223
ART5	0.0692713
ARTN	0.135945
ARV1	0
ARX	0.243138
AS3MT	0
ASAH1	0
ASAH2	0.22418
ASAH2B	0.250062
ASAP1	0
ASAP2	0
ASAP3	0
ASB1	0
ASB10	0.154417
ASB11	0.190915
ASB12	0.189164
ASB13	0
ASB14	0.0442017
ASB15	0.0811972
ASB16	0.243138
ASB16-AS1	0
ASB17	0.0841152
ASB2	0.243734
ASB4	0.049026
ASB5	0.0226369
ASB6	0
ASB7	0.187388
ASB8	0
ASB9	0.0855647
ASCC2	0
ASCC3	0.1261
ASCL1	0.241869
ASCL2	0
ASCL3	0.0737911
ASCL4	0.114539
ASF1A	0
ASF1B	0.0123223
ASGR1	0.00707938
ASGR2	0.245371
ASH1L	0.164094
ASH2L	0
ASIC1	0.122303
ASIC2	0.248768
ASIC3	0
ASIC4	0.0585032
ASIC5	0.0955335
ASIP	0.238253
ASL	0.230146
ASMTL	0
ASNA1	0.246335
ASNS	0
ASNSD1	0
ASPA	0.250062
ASPDH	0.204772
ASPH	0.0522104
ASPHD1	0.22418
ASPHD2	0.0260243
ASPM	0.00355238
ASPN	0.121025
ASPRV1	0.0277085
ASPSCR1	0
ASRGL1	0.246992
ASS1	0.00355238
ASTE1	0
ASTL	0.250446
ASTN1	0.244581
ASTN2	0.0192241
ASUN	0
ASXL1	0
ASXL2	0
ASXL3	0.0707843
ASZ1	0.0343819
ATAD1	0
ATAD2	0
ATAD3A	0
ATAD3B	0.0600605
ATAD3C	0.139532
ATAD5	0.195181
ATCAY	0.230651
ATE1	0.161988
ATF1	0.144226
ATF2	0.00177936
ATF3	0.244023
ATF4	0
ATF5	0
ATF6	0
ATF6B	0.106546
ATF7IP	0.107894
ATF7IP2	0.00355238
ATG10	0.00355238
ATG101	0
ATG13	0.110571
ATG14	0
ATG16L1	0
ATG16L2	0.010581
ATG2A	0
ATG2B	0
ATG3	0
ATG4A	0.159857
ATG4B	0
ATG4C	0.00355238
ATG4D	0.00177936
ATG5	0
ATG7	0
ATG9A	0
ATG9B	0.244851
ATHL1	0
ATIC	0
ATL1	0
ATL2	0
ATL3	0
ATM	0.105192
ATMIN	0
ATN1	0.188279
ATOH1	0.0841152
ATOH7	0.0841152
ATOH8	0.242196
ATOX1	0
ATP10A	0.234904
ATP10D	0.247398
ATP11A	0.0243338
ATP11B	0.0175081
ATP11C	0.0631562
ATP12A	0.248768
ATP13A1	0
ATP13A2	0
ATP13A3	0.214808
ATP13A4	0.198479
ATP13A5	0.240851
ATP1A1	0
ATP1A2	0.155518
ATP1A3	0.145384
ATP1A4	0.221215
ATP1B1	0
ATP1B2	0
ATP1B3	0
ATP1B4	0.138343
ATP2A1	0.0293864
ATP2A2	0
ATP2A3	0.0260243
ATP2B1	0.235779
ATP2B2	0.0782538
ATP2B3	0.103831
ATP2B4	0
ATP2C1	0
ATP2C2	0.0855647
ATP4A	0.0631562
ATP4B	0.0983247
ATP5A1	0
ATP5B	0
ATP5C1	0
ATP5D	0
ATP5E	0
ATP5EP2	0
ATP5F1	0
ATP5G1	0
ATP5G2	0.122303
ATP5G3	0.00355238
ATP5H	0
ATP5I	0
ATP5J	0
ATP5J2	0
ATP5L	0
ATP5O	0
ATP5S	0
ATP6AP1	0
ATP6AP1L	0
ATP6AP2	0
ATP6V0A1	0
ATP6V0A2	0
ATP6V0A4	0.239027
ATP6V0B	0
ATP6V0C	0
ATP6V0D1	0
ATP6V0E1	0
ATP6V0E2	0
ATP6V1A	0
ATP6V1B1	0.00707938
ATP6V1B2	0
ATP6V1C1	0
ATP6V1C2	0.176198
ATP6V1D	0
ATP6V1E1	0
ATP6V1E2	0.00355238
ATP6V1F	0
ATP6V1G1	0
ATP6V1G2	0.0192241
ATP6V1G3	0.131073
ATP6V1H	0
ATP7A	0.109236
ATP7B	0.010581
ATP8A1	0.216796
ATP8A2	0.144226
ATP8B1	0.0277085
ATP8B2	0.0343819
ATP8B3	0.219984
ATP9A	0.144226
ATP9B	0.0969323
ATPAF1	0
ATPAF2	0.00177936
ATPIF1	0
ATR	0.0327231
ATRAID	0
ATRIP	0
ATRN	0.0631562
ATRX	0.00883336
ATXN1	0
ATXN10	0
ATXN1L	0
ATXN2	0
ATXN2L	0.00355238
ATXN3	0.0458161
ATXN3L	0.0409538
ATXN7	0.137147
ATXN7L2	0.00177936
ATXN7L3	0
AUH	0
AUNIP	0.0293864
AUP1	0
AURKA	0
AURKAIP1	0
AURKAPS1	0.24283
AURKB	0.00355238
AURKC	0.10109
AUTS2	0
AVEN	0.010581
AVIL	0.00707938
AVL9	0.00355238
AVP	0.0140573
AVPI1	0
AVPR1A	0.180029
AVPR1B	0.207027
AWAT1	0.204772
AWAT2	0.203237
AXDND1	0.0458161
AXIN1	0
AXIN2	0.00177936
AXL	0
AZGP1	0
AZI2	0
AZIN1	0.0140573
AZIN2	0.00355238
AZU1	0.21345
B2M	0
B3GALNT1	0.114539
B3GALNT2	0.00177936
B3GALT1	0.220603
B3GALT2	0.228595
B3GALT4	0
B3GALT5	0.0941284
B3GALTL	0.010581
B3GAT1	0.247778
B3GAT2	0.092717
B3GAT3	0
B3GNT2	0.00177936
B3GNT3	0.244305
B3GNT4	0.249529
B3GNT5	0.16823
B3GNT6	0.075285
B3GNT7	0.067752
B3GNT8	0.0140573
B3GNT9	0.20246
B3GNTL1	0.0192241
B4GALNT1	0.190915
B4GALNT2	0.0841152
B4GALNT3	0.0425809
B4GALNT4	0.0522104
B4GALT2	0.049026
B4GALT3	0
B4GALT4	0
B4GALT5	0
B4GALT6	0.152197
B9D1	0.0692713
BAALC	0.110571
BAALCOS	0.0360344
BAAT	0.0600605
BABAM1	0
BACE1	0.102464
BACE2	0
BACH1	0.228595
BACH2	0.219984
BAD	0.0243338
BAG3	0
BAG4	0
BAG5	0
BAG6	0
BAHD1	0.239027
BAI1	0.0722908
BAI2	0.209945
BAI3	0.0826593
BAIAP2	0.010581
BAIAP2L1	0.00177936
BAIAP2L2	0.0123223
BAIAP3	0.243734
BAK1	0.0458161
BANF1	0
BANF2	0.0983247
BANK1	0.14768
BANP	0
BAP1	0
BARD1	0
BARHL1	0.0898751
BARHL2	0.219359
BARX1	0.190043
BARX2	0.0409538
BASP1	0
BATF	0.00177936
BATF2	0.106546
BATF3	0
BAX	0.00177936
BAZ1A	0
BAZ1B	0
BAZ2A	0.230146
BAZ2B	0
BBOX1	0.184676
BBS10	0.0360344
BBS2	0
BBS4	0
BBS5	0.138343
BBS7	0.182836
BBS9	0.00177936
BBX	0
BCAM	0.0226369
BCAN	0.190043
BCAP29	0.180029
BCAP31	0
BCAR1	0
BCAR3	0
BCAS1	0.15331
BCAS2	0.244581
BCAS3	0.0458161
BCAS4	0
BCAT1	0.228595
BCAT2	0
BCCIP	0
BCDIN3D	0
BCHE	0.250366
BCKDHA	0
BCKDHB	0.00177936
BCKDK	0
BCL10	0.0260243
BCL11A	0.18649
BCL11B	0.11974
BCL2	0.00177936
BCL2A1	0.238644
BCL2L1	0
BCL2L10	0.230146
BCL2L11	0.247591
BCL2L12	0
BCL2L13	0
BCL2L14	0.131073
BCL2L15	0.0600605
BCL2L2	0
BCL3	0
BCL6	0
BCL6B	0.0425809
BCL7A	0.247778
BCL7B	0
BCL7C	0
BCL9	0
BCL9L	0
BCLAF1	0
BCMO1	0.200887
BCOR	0.00531905
BCORL1	0
BCORP1	0.00707938
BCR	0.00177936
BCS1L	0
BDH1	0.245866
BDKRB1	0.1119
BDKRB2	0.184676
BDNF	0.207027
BDP1	0.0157859
BECN1	0
BEGAIN	0.14768
BEND3	0.250417
BEND4	0.19264
